
# === SESSION ===
key,value
timestamp,2026-07-02T00:49:50.023Z
version,2.7.189
round,12
day,0
globalDay,11
totalRounds,12
simMode,competitive
scenarioPreset,standard
powerGrid,independent
commsGrid,independent
daysPerRound,7

# === CONFIG_CONSTANTS ===
key,value,unit
score_pts_per_kg_ice,1,pts/kg
score_pts_per_asset_pt,15,pts/ap
score_penalty_per_violation,25,pts
score_carry_fraction,0.5,fraction
days_per_round,7,days
px_per_km,2,px/km
km_per_px,0.5,km/px
comsat_relay_radius_km,30.00,km
zone_core_km,1,km
zone_harmonization_km,5,km
zone_coordination_km,10,km
zone_display_scale,3,x
zone_core_render_km,3.00,km
zone_harmonization_render_km,15.00,km
zone_coordination_render_km,30.00,km
zone_tier_mult.core,1,xcore
zone_tier_mult.harmonization,5,xcore
zone_tier_mult.coordination,10,xcore
functional_reach.solar,2.89,km
functional_reach.habitat,14.43,km
functional_reach.pad,7.22,km
functional_reach.rover,1.44,km
functional_reach.reactor,5.78,km

# === INITIAL_CONDITIONS ===
key,value
map_width_px,1212
map_height_px,1212
km_per_px,0.5
px_per_km,2
totalRounds,12
scenarioPreset,standard
claimRadius_actorI_px,92.77777777777777
claimRadius_actorII_px,80
actorI_base_px,"553,703"
actorII_base_px,"1005,170"
actorIII_base_px,
actorI_stakeholder,Concordium
actorII_stakeholder,LRC

# === CRATERS ===
crater_idx,name,cx_px,cy_px,cx_km,cy_km,quality,size_px
ACTOR_II,rover,0,449.00,139.00,ACTOR_I,rover,5,299.00,221.00,170.95,3.00,15.00,30.00,outside
ACTOR_II,rover,0,449.00,139.00,ACTOR_I,rover,6,271.50,347.50,273.82,3.00,15.00,30.00,outside
ACTOR_II,rover,0,449.00,139.00,ACTOR_I,rover,7,355.50,326.00,209.07,3.00,15.00,30.00,outside
ACTOR_II,rover,0,449.00,139.00,ACTOR_I,rover,8,253.00,302.50,255.24,3.00,15.00,30.00,outside
ACTOR_II,rover,1,315.00,242.50,ACTOR_I,solar,0,303.50,319.50,77.85,3.00,15.00,30.00,outside
ACTOR_II,rover,1,315.00,242.50,ACTOR_I,solar,1,365.50,286.50,66.98,3.00,15.00,30.00,outside
ACTOR_II,rover,1,315.00,242.50,ACTOR_I,solar,2,275.50,308.00,76.49,3.00,15.00,30.00,outside
ACTOR_II,rover,1,315.00,242.50,ACTOR_I,reactor,0,353.00,262.00,42.71,3.00,15.00,30.00,outside
ACTOR_II,rover,1,315.00,242.50,ACTOR_I,reactor,1,299.00,220.50,27.20,3.00,15.00,30.00,coordination
ACTOR_II,rover,1,315.00,242.50,ACTOR_I,reactor,2,272.50,348.00,113.74,3.00,15.00,30.00,outside
ACTOR_II,rover,1,315.00,242.50,ACTOR_I,habitat,0,348.00,262.00,38.33,3.00,15.00,30.00,outside
ACTOR_II,rover,1,315.00,242.50,ACTOR_I,habitat,1,302.50,319.50,78.01,3.00,15.00,30.00,outside
ACTOR_II,rover,1,315.00,242.50,ACTOR_I,habitat,2,299.00,221.00,26.80,3.00,15.00,30.00,coordination
ACTOR_II,rover,1,315.00,242.50,ACTOR_I,habitat,3,366.50,286.00,67.41,3.00,15.00,30.00,outside
ACTOR_II,rover,1,315.00,242.50,ACTOR_I,habitat,4,279.50,351.50,114.64,3.00,15.00,30.00,outside
ACTOR_II,rover,1,315.00,242.50,ACTOR_I,habitat,5,269.50,303.50,76.10,3.00,15.00,30.00,outside
ACTOR_II,rover,1,315.00,242.50,ACTOR_I,pad,0,331.00,293.00,52.97,3.00,15.00,30.00,outside
ACTOR_II,rover,1,315.00,242.50,ACTOR_I,comsat,0,361.00,281.50,60.31,3.00,15.00,30.00,outside
ACTOR_II,rover,1,315.00,242.50,ACTOR_I,comsat,1,266.00,216.00,55.71,3.00,15.00,30.00,outside
ACTOR_II,rover,1,315.00,242.50,ACTOR_I,comsat,2,312.00,344.00,101.54,3.00,15.00,30.00,outside
ACTOR_II,rover,1,315.00,242.50,ACTOR_I,comsat,3,260.50,316.50,91.90,3.00,15.00,30.00,outside
ACTOR_II,rover,1,315.00,242.50,ACTOR_I,rover,0,299.50,319.50,78.54,3.00,15.00,30.00,outside
ACTOR_II,rover,1,315.00,242.50,ACTOR_I,rover,1,337.50,268.00,34.01,3.00,15.00,30.00,outside
ACTOR_II,rover,1,315.00,242.50,ACTOR_I,rover,2,378.00,290.50,79.20,3.00,15.00,30.00,outside
ACTOR_II,rover,1,315.00,242.50,ACTOR_I,rover,3,345.50,260.50,35.42,3.00,15.00,30.00,outside
ACTOR_II,rover,1,315.00,242.50,ACTOR_I,rover,4,309.50,311.50,69.22,3.00,15.00,30.00,outside
ACTOR_II,rover,1,315.00,242.50,ACTOR_I,rover,5,299.00,221.00,26.80,3.00,15.00,30.00,coordination
ACTOR_II,rover,1,315.00,242.50,ACTOR_I,rover,6,271.50,347.50,113.65,3.00,15.00,30.00,outside
ACTOR_II,rover,1,315.00,242.50,ACTOR_I,rover,7,355.50,326.00,92.80,3.00,15.00,30.00,outside
ACTOR_II,rover,1,315.00,242.50,ACTOR_I,rover,8,253.00,302.50,86.28,3.00,15.00,30.00,outside
ACTOR_II,rover,2,340.00,261.00,ACTOR_I,solar,0,303.50,319.50,68.95,3.00,15.00,30.00,outside
ACTOR_II,rover,2,340.00,261.00,ACTOR_I,solar,1,365.50,286.50,36.06,3.00,15.00,30.00,outside
ACTOR_II,rover,2,340.00,261.00,ACTOR_I,solar,2,275.50,308.00,79.81,3.00,15.00,30.00,outside
ACTOR_II,rover,2,340.00,261.00,ACTOR_I,reactor,0,353.00,262.00,13.04,3.00,15.00,30.00,harmonization
ACTOR_II,rover,2,340.00,261.00,ACTOR_I,reactor,1,299.00,220.50,57.63,3.00,15.00,30.00,outside
ACTOR_II,rover,2,340.00,261.00,ACTOR_I,reactor,2,272.50,348.00,110.11,3.00,15.00,30.00,outside
ACTOR_II,rover,2,340.00,261.00,ACTOR_I,habitat,0,348.00,262.00,8.06,3.00,15.00,30.00,harmonization
ACTOR_II,rover,2,340.00,261.00,ACTOR_I,habitat,1,302.50,319.50,69.49,3.00,15.00,30.00,outside
ACTOR_II,rover,2,340.00,261.00,ACTOR_I,habitat,2,299.00,221.00,57.28,3.00,15.00,30.00,outside
ACTOR_II,rover,2,340.00,261.00,ACTOR_I,habitat,3,366.50,286.00,36.43,3.00,15.00,30.00,outside
ACTOR_II,rover,2,340.00,261.00,ACTOR_I,habitat,4,279.50,351.50,108.86,3.00,15.00,30.00,outside
ACTOR_II,rover,2,340.00,261.00,ACTOR_I,habitat,5,269.50,303.50,82.32,3.00,15.00,30.00,outside
ACTOR_II,rover,2,340.00,261.00,ACTOR_I,pad,0,331.00,293.00,33.24,3.00,15.00,30.00,outside
ACTOR_II,rover,2,340.00,261.00,ACTOR_I,comsat,0,361.00,281.50,29.35,3.00,15.00,30.00,coordination
ACTOR_II,rover,2,340.00,261.00,ACTOR_I,comsat,1,266.00,216.00,86.61,3.00,15.00,30.00,outside
ACTOR_II,rover,2,340.00,261.00,ACTOR_I,comsat,2,312.00,344.00,87.60,3.00,15.00,30.00,outside
ACTOR_II,rover,2,340.00,261.00,ACTOR_I,comsat,3,260.50,316.50,96.96,3.00,15.00,30.00,outside
ACTOR_II,rover,2,340.00,261.00,ACTOR_I,rover,0,299.50,319.50,71.15,3.00,15.00,30.00,outside
ACTOR_II,rover,2,340.00,261.00,ACTOR_I,rover,1,337.50,268.00,7.43,3.00,15.00,30.00,harmonization
ACTOR_II,rover,2,340.00,261.00,ACTOR_I,rover,2,378.00,290.50,48.11,3.00,15.00,30.00,outside
ACTOR_II,rover,2,340.00,261.00,ACTOR_I,rover,3,345.50,260.50,5.52,3.00,15.00,30.00,harmonization
ACTOR_II,rover,2,340.00,261.00,ACTOR_I,rover,4,309.50,311.50,59.00,3.00,15.00,30.00,outside
ACTOR_II,rover,2,340.00,261.00,ACTOR_I,rover,5,299.00,221.00,57.28,3.00,15.00,30.00,outside
ACTOR_II,rover,2,340.00,261.00,ACTOR_I,rover,6,271.50,347.50,110.34,3.00,15.00,30.00,outside
ACTOR_II,rover,2,340.00,261.00,ACTOR_I,rover,7,355.50,326.00,66.82,3.00,15.00,30.00,outside
ACTOR_II,rover,2,340.00,261.00,ACTOR_I,rover,8,253.00,302.50,96.39,3.00,15.00,30.00,outside
ACTOR_II,rover,3,346.00,256.50,ACTOR_I,solar,0,303.50,319.50,76.00,3.00,15.00,30.00,outside
ACTOR_II,rover,3,346.00,256.50,ACTOR_I,solar,1,365.50,286.50,35.78,3.00,15.00,30.00,outside
ACTOR_II,rover,3,346.00,256.50,ACTOR_I,solar,2,275.50,308.00,87.31,3.00,15.00,30.00,outside
ACTOR_II,rover,3,346.00,256.50,ACTOR_I,reactor,0,353.00,262.00,8.90,3.00,15.00,30.00,harmonization
ACTOR_II,rover,3,346.00,256.50,ACTOR_I,reactor,1,299.00,220.50,59.20,3.00,15.00,30.00,outside
ACTOR_II,rover,3,346.00,256.50,ACTOR_I,reactor,2,272.50,348.00,117.36,3.00,15.00,30.00,outside
ACTOR_II,rover,3,346.00,256.50,ACTOR_I,habitat,0,348.00,262.00,5.85,3.00,15.00,30.00,harmonization
ACTOR_II,rover,3,346.00,256.50,ACTOR_I,habitat,1,302.50,319.50,76.56,3.00,15.00,30.00,outside
ACTOR_II,rover,3,346.00,256.50,ACTOR_I,habitat,2,299.00,221.00,58.90,3.00,15.00,30.00,outside
ACTOR_II,rover,3,346.00,256.50,ACTOR_I,habitat,3,366.50,286.00,35.92,3.00,15.00,30.00,outside
ACTOR_II,rover,3,346.00,256.50,ACTOR_I,habitat,4,279.50,351.50,115.96,3.00,15.00,30.00,outside
ACTOR_II,rover,3,346.00,256.50,ACTOR_I,habitat,5,269.50,303.50,89.78,3.00,15.00,30.00,outside
ACTOR_II,rover,3,346.00,256.50,ACTOR_I,pad,0,331.00,293.00,39.46,3.00,15.00,30.00,outside
ACTOR_II,rover,3,346.00,256.50,ACTOR_I,comsat,0,361.00,281.50,29.15,3.00,15.00,30.00,coordination
ACTOR_II,rover,3,346.00,256.50,ACTOR_I,comsat,1,266.00,216.00,89.67,3.00,15.00,30.00,outside
ACTOR_II,rover,3,346.00,256.50,ACTOR_I,comsat,2,312.00,344.00,93.87,3.00,15.00,30.00,outside
ACTOR_II,rover,3,346.00,256.50,ACTOR_I,comsat,3,260.50,316.50,104.45,3.00,15.00,30.00,outside
ACTOR_II,rover,3,346.00,256.50,ACTOR_I,rover,0,299.50,319.50,78.30,3.00,15.00,30.00,outside
ACTOR_II,rover,3,346.00,256.50,ACTOR_I,rover,1,337.50,268.00,14.30,3.00,15.00,30.00,harmonization
ACTOR_II,rover,3,346.00,256.50,ACTOR_I,rover,2,378.00,290.50,46.69,3.00,15.00,30.00,outside
ACTOR_II,rover,3,346.00,256.50,ACTOR_I,rover,3,345.50,260.50,4.03,3.00,15.00,30.00,harmonization
ACTOR_II,rover,3,346.00,256.50,ACTOR_I,rover,4,309.50,311.50,66.01,3.00,15.00,30.00,outside
ACTOR_II,rover,3,346.00,256.50,ACTOR_I,rover,5,299.00,221.00,58.90,3.00,15.00,30.00,outside
ACTOR_II,rover,3,346.00,256.50,ACTOR_I,rover,6,271.50,347.50,117.61,3.00,15.00,30.00,outside
ACTOR_II,rover,3,346.00,256.50,ACTOR_I,rover,7,355.50,326.00,70.15,3.00,15.00,30.00,outside
ACTOR_II,rover,3,346.00,256.50,ACTOR_I,rover,8,253.00,302.50,103.75,3.00,15.00,30.00,outside
ACTOR_II,rover,4,346.00,250.00,ACTOR_I,solar,0,303.50,319.50,81.46,3.00,15.00,30.00,outside
ACTOR_II,rover,4,346.00,250.00,ACTOR_I,solar,1,365.50,286.50,41.38,3.00,15.00,30.00,outside
ACTOR_II,rover,4,346.00,250.00,ACTOR_I,solar,2,275.50,308.00,91.29,3.00,15.00,30.00,outside
ACTOR_II,rover,4,346.00,250.00,ACTOR_I,reactor,0,353.00,262.00,13.89,3.00,15.00,30.00,harmonization
ACTOR_II,rover,4,346.00,250.00,ACTOR_I,reactor,1,299.00,220.50,55.49,3.00,15.00,30.00,outside
ACTOR_II,rover,4,346.00,250.00,ACTOR_I,reactor,2,272.50,348.00,122.50,3.00,15.00,30.00,outside
ACTOR_II,rover,4,346.00,250.00,ACTOR_I,habitat,0,348.00,262.00,12.17,3.00,15.00,30.00,harmonization
ACTOR_II,rover,4,346.00,250.00,ACTOR_I,habitat,1,302.50,319.50,81.99,3.00,15.00,30.00,outside
ACTOR_II,rover,4,346.00,250.00,ACTOR_I,habitat,2,299.00,221.00,55.23,3.00,15.00,30.00,outside
ACTOR_II,rover,4,346.00,250.00,ACTOR_I,habitat,3,366.50,286.00,41.43,3.00,15.00,30.00,outside
ACTOR_II,rover,4,346.00,250.00,ACTOR_I,habitat,4,279.50,351.50,121.34,3.00,15.00,30.00,outside
ACTOR_II,rover,4,346.00,250.00,ACTOR_I,habitat,5,269.50,303.50,93.35,3.00,15.00,30.00,outside
ACTOR_II,rover,4,346.00,250.00,ACTOR_I,pad,0,331.00,293.00,45.54,3.00,15.00,30.00,outside
ACTOR_II,rover,4,346.00,250.00,ACTOR_I,comsat,0,361.00,281.50,34.89,3.00,15.00,30.00,outside
ACTOR_II,rover,4,346.00,250.00,ACTOR_I,comsat,1,266.00,216.00,86.93,3.00,15.00,30.00,outside
ACTOR_II,rover,4,346.00,250.00,ACTOR_I,comsat,2,312.00,344.00,99.96,3.00,15.00,30.00,outside
ACTOR_II,rover,4,346.00,250.00,ACTOR_I,comsat,3,260.50,316.50,108.32,3.00,15.00,30.00,outside
ACTOR_II,rover,4,346.00,250.00,ACTOR_I,rover,0,299.50,319.50,83.62,3.00,15.00,30.00,outside
ACTOR_II,rover,4,346.00,250.00,ACTOR_I,rover,1,337.50,268.00,19.91,3.00,15.00,30.00,coordination
ACTOR_II,rover,4,346.00,250.00,ACTOR_I,rover,2,378.00,290.50,51.62,3.00,15.00,30.00,outside
ACTOR_II,rover,4,346.00,250.00,ACTOR_I,rover,3,345.50,260.50,10.51,3.00,15.00,30.00,harmonization
ACTOR_II,rover,4,346.00,250.00,ACTOR_I,rover,4,309.50,311.50,71.52,3.00,15.00,30.00,outside
ACTOR_II,rover,4,346.00,250.00,ACTOR_I,rover,5,299.00,221.00,55.23,3.00,15.00,30.00,outside
ACTOR_II,rover,4,346.00,250.00,ACTOR_I,rover,6,271.50,347.50,122.70,3.00,15.00,30.00,outside
ACTOR_II,rover,4,346.00,250.00,ACTOR_I,rover,7,355.50,326.00,76.59,3.00,15.00,30.00,outside
ACTOR_II,rover,4,346.00,250.00,ACTOR_I,rover,8,253.00,302.50,106.80,3.00,15.00,30.00,outside
ACTOR_II,rover,5,309.50,241.50,ACTOR_I,solar,0,303.50,319.50,78.23,3.00,15.00,30.00,outside
ACTOR_II,rover,5,309.50,241.50,ACTOR_I,solar,1,365.50,286.50,71.84,3.00,15.00,30.00,outside
ACTOR_II,rover,5,309.50,241.50,ACTOR_I,solar,2,275.50,308.00,74.69,3.00,15.00,30.00,outside
ACTOR_II,rover,5,309.50,241.50,ACTOR_I,reactor,0,353.00,262.00,48.09,3.00,15.00,30.00,outside
ACTOR_II,rover,5,309.50,241.50,ACTOR_I,reactor,1,299.00,220.50,23.48,3.00,15.00,30.00,coordination
ACTOR_II,rover,5,309.50,241.50,ACTOR_I,reactor,2,272.50,348.00,112.74,3.00,15.00,30.00,outside
ACTOR_II,rover,5,309.50,241.50,ACTOR_I,habitat,0,348.00,262.00,43.62,3.00,15.00,30.00,outside
ACTOR_II,rover,5,309.50,241.50,ACTOR_I,habitat,1,302.50,319.50,78.31,3.00,15.00,30.00,outside
ACTOR_II,rover,5,309.50,241.50,ACTOR_I,habitat,2,299.00,221.00,23.03,3.00,15.00,30.00,coordination
ACTOR_II,rover,5,309.50,241.50,ACTOR_I,habitat,3,366.50,286.00,72.31,3.00,15.00,30.00,outside
ACTOR_II,rover,5,309.50,241.50,ACTOR_I,habitat,4,279.50,351.50,114.02,3.00,15.00,30.00,outside
ACTOR_II,rover,5,309.50,241.50,ACTOR_I,habitat,5,269.50,303.50,73.78,3.00,15.00,30.00,outside
ACTOR_II,rover,5,309.50,241.50,ACTOR_I,pad,0,331.00,293.00,55.81,3.00,15.00,30.00,outside
ACTOR_II,rover,5,309.50,241.50,ACTOR_I,comsat,0,361.00,281.50,65.21,3.00,15.00,30.00,outside
ACTOR_II,rover,5,309.50,241.50,ACTOR_I,comsat,1,266.00,216.00,50.42,3.00,15.00,30.00,outside
ACTOR_II,rover,5,309.50,241.50,ACTOR_I,comsat,2,312.00,344.00,102.53,3.00,15.00,30.00,outside
ACTOR_II,rover,5,309.50,241.50,ACTOR_I,comsat,3,260.50,316.50,89.59,3.00,15.00,30.00,outside
ACTOR_II,rover,5,309.50,241.50,ACTOR_I,rover,0,299.50,319.50,78.64,3.00,15.00,30.00,outside
ACTOR_II,rover,5,309.50,241.50,ACTOR_I,rover,1,337.50,268.00,38.55,3.00,15.00,30.00,outside
ACTOR_II,rover,5,309.50,241.50,ACTOR_I,rover,2,378.00,290.50,84.22,3.00,15.00,30.00,outside
ACTOR_II,rover,5,309.50,241.50,ACTOR_I,rover,3,345.50,260.50,40.71,3.00,15.00,30.00,outside
ACTOR_II,rover,5,309.50,241.50,ACTOR_I,rover,4,309.50,311.50,70.00,3.00,15.00,30.00,outside
ACTOR_II,rover,5,309.50,241.50,ACTOR_I,rover,5,299.00,221.00,23.03,3.00,15.00,30.00,coordination
ACTOR_II,rover,5,309.50,241.50,ACTOR_I,rover,6,271.50,347.50,112.61,3.00,15.00,30.00,outside
ACTOR_II,rover,5,309.50,241.50,ACTOR_I,rover,7,355.50,326.00,96.21,3.00,15.00,30.00,outside
ACTOR_II,rover,5,309.50,241.50,ACTOR_I,rover,8,253.00,302.50,83.15,3.00,15.00,30.00,outside
ACTOR_II,rover,6,310.50,243.00,ACTOR_I,solar,0,303.50,319.50,76.82,3.00,15.00,30.00,outside
ACTOR_II,rover,6,310.50,243.00,ACTOR_I,solar,1,365.50,286.50,70.12,3.00,15.00,30.00,outside
ACTOR_II,rover,6,310.50,243.00,ACTOR_I,solar,2,275.50,308.00,73.82,3.00,15.00,30.00,outside
ACTOR_II,rover,6,310.50,243.00,ACTOR_I,reactor,0,353.00,262.00,46.55,3.00,15.00,30.00,outside
ACTOR_II,rover,6,310.50,243.00,ACTOR_I,reactor,1,299.00,220.50,25.27,3.00,15.00,30.00,coordination
ACTOR_II,rover,6,310.50,243.00,ACTOR_I,reactor,2,272.50,348.00,111.66,3.00,15.00,30.00,outside
ACTOR_II,rover,6,310.50,243.00,ACTOR_I,habitat,0,348.00,262.00,42.04,3.00,15.00,30.00,outside
ACTOR_II,rover,6,310.50,243.00,ACTOR_I,habitat,1,302.50,319.50,76.92,3.00,15.00,30.00,outside
ACTOR_II,rover,6,310.50,243.00,ACTOR_I,habitat,2,299.00,221.00,24.82,3.00,15.00,30.00,coordination
ACTOR_II,rover,6,310.50,243.00,ACTOR_I,habitat,3,366.50,286.00,70.60,3.00,15.00,30.00,outside
ACTOR_II,rover,6,310.50,243.00,ACTOR_I,habitat,4,279.50,351.50,112.84,3.00,15.00,30.00,outside
ACTOR_II,rover,6,310.50,243.00,ACTOR_I,habitat,5,269.50,303.50,73.08,3.00,15.00,30.00,outside
ACTOR_II,rover,6,310.50,243.00,ACTOR_I,pad,0,331.00,293.00,54.04,3.00,15.00,30.00,outside
ACTOR_II,rover,6,310.50,243.00,ACTOR_I,comsat,0,361.00,281.50,63.50,3.00,15.00,30.00,outside
ACTOR_II,rover,6,310.50,243.00,ACTOR_I,comsat,1,266.00,216.00,52.05,3.00,15.00,30.00,outside
ACTOR_II,rover,6,310.50,243.00,ACTOR_I,comsat,2,312.00,344.00,101.01,3.00,15.00,30.00,outside
ACTOR_II,rover,6,310.50,243.00,ACTOR_I,comsat,3,260.50,316.50,88.89,3.00,15.00,30.00,outside
ACTOR_II,rover,6,310.50,243.00,ACTOR_I,rover,0,299.50,319.50,77.29,3.00,15.00,30.00,outside
ACTOR_II,rover,6,310.50,243.00,ACTOR_I,rover,1,337.50,268.00,36.80,3.00,15.00,30.00,outside
ACTOR_II,rover,6,310.50,243.00,ACTOR_I,rover,2,378.00,290.50,82.54,3.00,15.00,30.00,outside
ACTOR_II,rover,6,310.50,243.00,ACTOR_I,rover,3,345.50,260.50,39.13,3.00,15.00,30.00,outside
ACTOR_II,rover,6,310.50,243.00,ACTOR_I,rover,4,309.50,311.50,68.51,3.00,15.00,30.00,outside
ACTOR_II,rover,6,310.50,243.00,ACTOR_I,rover,5,299.00,221.00,24.82,3.00,15.00,30.00,coordination
ACTOR_II,rover,6,310.50,243.00,ACTOR_I,rover,6,271.50,347.50,111.54,3.00,15.00,30.00,outside
ACTOR_II,rover,6,310.50,243.00,ACTOR_I,rover,7,355.50,326.00,94.41,3.00,15.00,30.00,outside
ACTOR_II,rover,6,310.50,243.00,ACTOR_I,rover,8,253.00,302.50,82.74,3.00,15.00,30.00,outside
ACTOR_II,rover,7,309.00,238.00,ACTOR_I,solar,0,303.50,319.50,81.69,3.00,15.00,30.00,outside
ACTOR_II,rover,7,309.00,238.00,ACTOR_I,solar,1,365.50,286.50,74.46,3.00,15.00,30.00,outside
ACTOR_II,rover,7,309.00,238.00,ACTOR_I,solar,2,275.50,308.00,77.60,3.00,15.00,30.00,outside
ACTOR_II,rover,7,309.00,238.00,ACTOR_I,reactor,0,353.00,262.00,50.12,3.00,15.00,30.00,outside
ACTOR_II,rover,7,309.00,238.00,ACTOR_I,reactor,1,299.00,220.50,20.16,3.00,15.00,30.00,coordination
ACTOR_II,rover,7,309.00,238.00,ACTOR_I,reactor,2,272.50,348.00,115.90,3.00,15.00,30.00,outside
ACTOR_II,rover,7,309.00,238.00,ACTOR_I,habitat,0,348.00,262.00,45.79,3.00,15.00,30.00,outside
ACTOR_II,rover,7,309.00,238.00,ACTOR_I,habitat,1,302.50,319.50,81.76,3.00,15.00,30.00,outside
ACTOR_II,rover,7,309.00,238.00,ACTOR_I,habitat,2,299.00,221.00,19.72,3.00,15.00,30.00,coordination
ACTOR_II,rover,7,309.00,238.00,ACTOR_I,habitat,3,366.50,286.00,74.90,3.00,15.00,30.00,outside
ACTOR_II,rover,7,309.00,238.00,ACTOR_I,habitat,4,279.50,351.50,117.27,3.00,15.00,30.00,outside
ACTOR_II,rover,7,309.00,238.00,ACTOR_I,habitat,5,269.50,303.50,76.49,3.00,15.00,30.00,outside
ACTOR_II,rover,7,309.00,238.00,ACTOR_I,pad,0,331.00,293.00,59.24,3.00,15.00,30.00,outside
ACTOR_II,rover,7,309.00,238.00,ACTOR_I,comsat,0,361.00,281.50,67.80,3.00,15.00,30.00,outside
ACTOR_II,rover,7,309.00,238.00,ACTOR_I,comsat,1,266.00,216.00,48.30,3.00,15.00,30.00,outside
ACTOR_II,rover,7,309.00,238.00,ACTOR_I,comsat,2,312.00,344.00,106.04,3.00,15.00,30.00,outside
ACTOR_II,rover,7,309.00,238.00,ACTOR_I,comsat,3,260.50,316.50,92.27,3.00,15.00,30.00,outside
ACTOR_II,rover,7,309.00,238.00,ACTOR_I,rover,0,299.50,319.50,82.05,3.00,15.00,30.00,outside
ACTOR_II,rover,7,309.00,238.00,ACTOR_I,rover,1,337.50,268.00,41.38,3.00,15.00,30.00,outside
ACTOR_II,rover,7,309.00,238.00,ACTOR_I,rover,2,378.00,290.50,86.70,3.00,15.00,30.00,outside
ACTOR_II,rover,7,309.00,238.00,ACTOR_I,rover,3,345.50,260.50,42.88,3.00,15.00,30.00,outside
ACTOR_II,rover,7,309.00,238.00,ACTOR_I,rover,4,309.50,311.50,73.50,3.00,15.00,30.00,outside
ACTOR_II,rover,7,309.00,238.00,ACTOR_I,rover,5,299.00,221.00,19.72,3.00,15.00,30.00,coordination
ACTOR_II,rover,7,309.00,238.00,ACTOR_I,rover,6,271.50,347.50,115.74,3.00,15.00,30.00,outside
ACTOR_II,rover,7,309.00,238.00,ACTOR_I,rover,7,355.50,326.00,99.53,3.00,15.00,30.00,outside
ACTOR_II,rover,7,309.00,238.00,ACTOR_I,rover,8,253.00,302.50,85.42,3.00,15.00,30.00,outside
ACTOR_II,rover,8,302.00,300.50,ACTOR_I,solar,0,303.50,319.50,19.06,3.00,15.00,30.00,coordination
ACTOR_II,rover,8,302.00,300.50,ACTOR_I,solar,1,365.50,286.50,65.02,3.00,15.00,30.00,outside
ACTOR_II,rover,8,302.00,300.50,ACTOR_I,solar,2,275.50,308.00,27.54,3.00,15.00,30.00,coordination
ACTOR_II,rover,8,302.00,300.50,ACTOR_I,reactor,0,353.00,262.00,63.90,3.00,15.00,30.00,outside
ACTOR_II,rover,8,302.00,300.50,ACTOR_I,reactor,1,299.00,220.50,80.06,3.00,15.00,30.00,outside
ACTOR_II,rover,8,302.00,300.50,ACTOR_I,reactor,2,272.50,348.00,55.92,3.00,15.00,30.00,outside
ACTOR_II,rover,8,302.00,300.50,ACTOR_I,habitat,0,348.00,262.00,59.99,3.00,15.00,30.00,outside
ACTOR_II,rover,8,302.00,300.50,ACTOR_I,habitat,1,302.50,319.50,19.01,3.00,15.00,30.00,coordination
ACTOR_II,rover,8,302.00,300.50,ACTOR_I,habitat,2,299.00,221.00,79.56,3.00,15.00,30.00,outside
ACTOR_II,rover,8,302.00,300.50,ACTOR_I,habitat,3,366.50,286.00,66.11,3.00,15.00,30.00,outside
ACTOR_II,rover,8,302.00,300.50,ACTOR_I,habitat,4,279.50,351.50,55.74,3.00,15.00,30.00,outside
ACTOR_II,rover,8,302.00,300.50,ACTOR_I,habitat,5,269.50,303.50,32.64,3.00,15.00,30.00,outside
ACTOR_II,rover,8,302.00,300.50,ACTOR_I,pad,0,331.00,293.00,29.95,3.00,15.00,30.00,coordination
ACTOR_II,rover,8,302.00,300.50,ACTOR_I,comsat,0,361.00,281.50,61.98,3.00,15.00,30.00,outside
ACTOR_II,rover,8,302.00,300.50,ACTOR_I,comsat,1,266.00,216.00,91.85,3.00,15.00,30.00,outside
ACTOR_II,rover,8,302.00,300.50,ACTOR_I,comsat,2,312.00,344.00,44.63,3.00,15.00,30.00,outside
ACTOR_II,rover,8,302.00,300.50,ACTOR_I,comsat,3,260.50,316.50,44.48,3.00,15.00,30.00,outside
ACTOR_II,rover,8,302.00,300.50,ACTOR_I,rover,0,299.50,319.50,19.16,3.00,15.00,30.00,coordination
ACTOR_II,rover,8,302.00,300.50,ACTOR_I,rover,1,337.50,268.00,48.13,3.00,15.00,30.00,outside
ACTOR_II,rover,8,302.00,300.50,ACTOR_I,rover,2,378.00,290.50,76.66,3.00,15.00,30.00,outside
ACTOR_II,rover,8,302.00,300.50,ACTOR_I,rover,3,345.50,260.50,59.10,3.00,15.00,30.00,outside
ACTOR_II,rover,8,302.00,300.50,ACTOR_I,rover,4,309.50,311.50,13.31,3.00,15.00,30.00,harmonization
ACTOR_II,rover,8,302.00,300.50,ACTOR_I,rover,5,299.00,221.00,79.56,3.00,15.00,30.00,outside
ACTOR_II,rover,8,302.00,300.50,ACTOR_I,rover,6,271.50,347.50,56.03,3.00,15.00,30.00,outside
ACTOR_II,rover,8,302.00,300.50,ACTOR_I,rover,7,355.50,326.00,59.27,3.00,15.00,30.00,outside
ACTOR_II,rover,8,302.00,300.50,ACTOR_I,rover,8,253.00,302.50,49.04,3.00,15.00,30.00,outside
ACTOR_II,rover,9,381.00,300.00,ACTOR_I,solar,0,303.50,319.50,79.92,3.00,15.00,30.00,outside
ACTOR_II,rover,9,381.00,300.00,ACTOR_I,solar,1,365.50,286.50,20.55,3.00,15.00,30.00,coordination
ACTOR_II,rover,9,381.00,300.00,ACTOR_I,solar,2,275.50,308.00,105.80,3.00,15.00,30.00,outside
