battery_id,run_id,seed,scenario,total_rounds,mission_end,arrival_delay,grid_sharing,grid_permanent,winner,score1,score2,score_gap,ice1_kg,ice2_kg,ap1,ap2,vio1,vio2,dep_blocked1,dep_blocked2,strand_risk1,strand_risk2,stranded1,stranded2,unpow_hab1,unpow_hab2,offers,joins,decouples,shared_days,contested_days,craters_depleted,duration_days,extracted_kg,extracted_pct,rovers1,rovers2,habitats1,habitats2,reactors1,reactors2,governance,strand_pen_days1,strand_pen_days2,rescues1,rescues2,strand_night,strand_far,strand_other,reserve1_kg,reserve2_kg
atcm,atcm_153,1594124435,atcm,16,fixed,5,1,0,2,2705.0,2725.0,-20.0,0.0,0.0,176,176,0,0,0,0,9,9,1,1,10,10,2,1,0,110,1,0,112,300.0,0.92,2,2,1,1,0,0,atcm,5,5,1,1,2,0,0,0.0,0.0
atcm,atcm_154,1594134408,atcm,16,fixed,5,1,0,2,-10576.8,-5313.0,-5263.8,227.2,310.0,106,90,501,285,0,0,8,19,0,1,3,10,4,4,3,96,0,0,112,937.2,2.86,2,3,1,1,0,0,atcm,0,9,0,0,0,1,0,0.0,0.0
atcm,atcm_155,1594144381,atcm,16,fixed,5,1,0,2,2812.5,2912.2,-99.7,230.0,115.2,304,167,106.5,0,0,0,0,2,0,4,10,0,32,32,32,33,0,0,112,495.2,1.51,3,2,1,1,0,0,atcm,0,14,0,2,3,1,0,0.0,0.0
atcm,atcm_156,1594154354,atcm,16,fixed,5,1,0,1,2852.5,2622.2,230.4,149.5,115.2,181,169,0,0,0,0,0,2,1,4,0,0,0,0,0,0,0,0,112,264.7,0.81,2,2,1,1,0,0,atcm,6,14,0,2,4,1,0,0.0,0.0
atcm,atcm_157,1594164327,atcm,16,fixed,5,1,0,1,2571.7,1981.5,590.2,146.7,0.0,276,180,93,40.5,0,0,9,1,0,2,0,0,25,24,23,46,0,0,112,466.7,1.43,3,3,1,1,0,0,atcm,0,13,0,1,1,1,0,0.0,0.0
atcm,atcm_158,1594174300,atcm,16,fixed,5,1,0,2,2357.5,3035.0,-677.5,380.0,150.0,260,173,103.5,0,0,0,0,3,0,2,10,10,32,31,31,34,0,0,112,680.0,2.08,3,2,1,1,0,0,atcm,0,10,0,1,2,0,0,0.0,0.0
atcm,atcm_159,1594184273,atcm,16,fixed,5,1,0,2,-5728.0,-5725.0,-3.0,0.0,0.0,176,176,336,336,0,0,9,9,1,1,11,10,0,0,0,0,1,0,112,300.0,0.92,2,2,1,1,0,0,atcm,5,5,1,1,2,0,0,0.0,0.0
atcm,atcm_160,1594194246,atcm,16,fixed,5,1,0,1,2240.7,1814.6,426.1,146.7,309.1,176,105,21,7.5,0,0,2,3,3,1,9,3,3,3,2,79,0,0,112,605.8,1.85,2,3,1,1,0,0,atcm,22,4,1,0,3,0,1,0.0,0.0
atcm,atcm_161,1594204219,atcm,16,fixed,5,1,0,1,2883.0,1973.5,909.5,118.0,389.5,181,103,0,3,0,0,0,1,0,1,0,3,5,5,5,74,0,0,112,577.5,1.76,2,3,1,1,0,0,atcm,0,6,0,0,1,0,0,0.0,0.0
atcm,atcm_162,1594214192,atcm,16,fixed,5,1,0,2,-310.0,3040.2,-3350.2,680.0,115.2,67,175,105,0,0,0,16,2,0,3,10,0,33,33,33,34,0,0,112,795.2,2.43,4,2,2,1,1,0,atcm,0,15,0,1,2,1,0,0.0,0.0
atcm,atcm_163,1594224165,atcm,16,fixed,5,1,0,1,2849.5,2827.4,22.1,134.5,112.4,181,181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112,246.8,0.75,2,2,1,1,0,0,atcm,0,0,0,0,0,0,0,0.0,0.0
atcm,atcm_164,1594234138,atcm,16,fixed,5,1,0,2,2849.6,3130.5,-280.9,139.6,149.5,276,181,81,0,0,0,0,0,0,1,0,0,26,26,25,45,0,0,112,439.2,1.34,3,2,1,1,0,0,atcm,0,7,0,0,1,0,0,0.0,0.0
atcm,atcm_165,1594244111,atcm,16,fixed,5,1,0,1,3193.6,777.5,2416.1,148.6,230.0,181,154,0,100.5,0,0,2,0,0,0,0,10,33,33,33,37,0,0,112,618.6,1.89,2,3,1,1,0,0,atcm,0,0,0,0,0,0,0,0.0,0.0
atcm,atcm_166,1594254084,atcm,16,fixed,5,1,0,1,2903.6,1793.5,1110.1,148.6,309.5,181,95,0,3,0,0,0,0,0,1,0,3,4,4,4,76,0,0,112,608.1,1.86,2,3,1,1,0,0,atcm,0,6,0,0,1,0,0,0.0,0.0
atcm,atcm_167,1594264057,atcm,16,fixed,5,1,0,2,2705.0,2725.0,-20.0,0.0,0.0,176,176,0,0,0,0,9,9,1,1,10,10,2,1,0,110,1,0,112,300.0,0.92,2,2,1,1,0,0,atcm,5,5,1,1,2,0,0,0.0,0.0
atcm,atcm_168,1594274030,atcm,16,fixed,5,1,0,2,-16398.0,-16378.4,-19.5,229.5,229.1,62,62,703.5,703.5,0,0,0,0,0,0,0,0,2,1,0,110,3,0,112,458.6,1.40,3,3,2,2,1,1,atcm,0,0,0,0,0,0,0,0.0,0.0
atcm,atcm_169,1594284003,atcm,16,fixed,5,1,0,1,2931.0,2796.5,134.5,150.0,141.5,169,276,0,87,0,0,3,1,1,0,10,0,28,27,26,45,0,0,112,531.5,1.62,2,3,1,1,0,0,atcm,7,0,0,0,1,0,0,0.0,0.0
atcm,atcm_170,1594293976,atcm,16,fixed,5,1,0,1,-2326.4,-13567.4,11241.0,141.1,309.1,278,103,298.5,622.5,0,0,6,6,0,1,0,1,24,24,23,50,0,0,112,920.1,2.81,3,3,1,1,0,0,atcm,0,3,0,0,1,0,0,0.0,0.0
atcm,atcm_171,1594303949,atcm,16,fixed,5,1,0,2,-1308.0,635.5,-1943.5,760.0,0.0,94,185,165,103.5,0,0,22,1,2,2,17,0,38,32,32,32,0,0,112,840.0,2.57,3,3,2,1,0,0,atcm,6,11,0,1,3,0,1,0.0,0.0
atcm,atcm_172,1594313922,atcm,16,fixed,5,1,0,1,2222.7,1802.5,420.2,146.7,230.0,172,239,33,109.5,0,0,1,0,3,0,9,10,32,32,31,40,0,0,112,686.7,2.10,3,3,1,1,0,0,atcm,16,0,2,0,2,0,1,0.0,0.0
atcm,atcm_173,1594323895,atcm,16,fixed,5,1,0,1,-5875.6,-6237.3,361.7,118.9,146.2,286,276,415.5,427.5,0,0,104,40,11,3,0,0,3,2,1,95,1,0,112,735.2,2.25,3,3,1,1,0,0,atcm,36,3,1,0,11,0,3,0.0,0.0
atcm,atcm_174,1594333868,atcm,16,fixed,5,1,0,2,2914.2,3496.7,-582.5,115.2,226.7,175,276,0,54,0,0,1,0,3,0,0,0,18,18,17,63,0,0,112,581.9,1.78,2,3,1,1,0,0,atcm,13,0,1,0,2,1,0,0.0,0.0
atcm,atcm_175,1594343841,atcm,16,fixed,5,1,0,1,-2587.0,-5204.5,2617.5,610.0,389.5,154,188,249,354,2,1,23,2,0,2,14,3,38,33,33,37,0,0,112,1149.5,3.51,3,3,2,1,0,0,atcm,0,5,0,0,2,0,0,0.0,0.0
atcm,atcm_176,1594353814,atcm,16,fixed,5,1,0,2,2836.7,3128.1,-291.4,146.7,133.1,278,181,84,0,0,0,4,0,0,0,0,0,26,25,25,42,0,0,112,519.8,1.59,3,2,1,1,0,0,atcm,0,0,0,0,0,0,0,0.0,0.0
atcm,atcm_177,1594363787,atcm,16,fixed,5,1,0,2,-385.5,2837.7,-3223.2,530.0,114.7,62,161,100.5,0,22,0,46,4,0,5,16,0,33,32,32,33,0,0,112,794.7,2.43,4,2,2,1,1,0,atcm,0,21,0,3,3,0,2,0.0,0.0
atcm,atcm_178,1594373760,atcm,16,fixed,5,1,0,2,-5677.5,-5654.5,-23.1,0.0,0.0,176,176,336,336,0,0,9,9,1,1,3,3,2,1,0,110,1,0,112,292.0,0.89,2,2,1,1,0,0,atcm,5,5,1,1,2,0,0,0.0,0.0
atcm,atcm_179,1594383733,atcm,16,fixed,5,1,0,2,2705.0,2725.0,-20.0,0.0,0.0,176,176,0,0,0,0,9,9,1,1,10,10,2,1,0,110,1,0,112,300.0,0.92,2,2,1,1,0,0,atcm,5,5,1,1,2,0,0,0.0,0.0
atcm,atcm_180,1594393706,atcm,16,fixed,5,1,0,2,1854.6,2908.1,-1053.5,309.1,133.1,105,181,7.5,0,0,0,3,0,1,0,3,0,4,3,3,74,0,0,112,672.1,2.05,3,2,1,1,0,0,atcm,4,0,0,0,1,0,0,0.0,0.0
atcm,atcm_181,1594403679,atcm,16,fixed,5,1,0,2,-5672.2,-5654.5,-17.6,0.0,0.0,176,176,336,336,0,0,9,9,1,1,2,2,2,1,0,110,1,0,112,290.6,0.89,2,2,1,1,0,0,atcm,5,5,1,1,2,0,0,0.0,0.0
atcm,atcm_182,1594413652,atcm,16,fixed,5,1,0,1,2903.6,1793.5,1110.1,148.6,309.5,181,95,0,3,0,0,0,0,0,1,0,3,4,4,4,76,0,0,112,608.1,1.86,2,3,1,1,0,0,atcm,0,6,0,0,1,0,0,0.0,0.0
atcm,atcm_183,1594423625,atcm,16,fixed,5,1,0,2,-18984.9,-4083.0,-14901.9,309.1,230.0,103,174,852,339,0,0,7,6,1,0,1,11,60,33,32,38,0,0,112,1009.1,3.08,3,3,1,1,0,0,atcm,3,0,0,0,1,0,0,0.0,0.0
atcm,atcm_184,1594433598,atcm,16,fixed,5,1,0,1,-5178.5,-14215.6,9037.1,610.0,118.9,99,121,319.5,655.5,0,0,42,4,6,3,24,0,31,30,29,36,0,0,112,968.9,2.96,3,3,2,1,0,0,atcm,17,6,1,0,5,0,4,0.0,0.0
atcm,atcm_185,1594443571,atcm,16,fixed,5,1,0,1,2864.1,2622.2,241.9,149.1,115.2,181,169,0,0,0,0,0,2,0,4,0,0,0,0,0,0,0,0,112,264.2,0.81,2,2,1,1,0,0,atcm,0,14,0,2,3,1,0,0.0,0.0
atcm,atcm_186,1594453544,atcm,16,fixed,5,1,0,2,1909.6,2284.5,-374.9,619.1,0.0,123,176,28.5,16.5,0,0,1,1,1,3,3,10,3,3,2,69,0,0,112,999.1,3.05,3,2,1,1,0,0,atcm,4,19,0,1,3,0,1,0.0,0.0
atcm,atcm_187,1594463517,atcm,16,fixed,5,1,0,2,1817.0,2918.1,-1101.0,309.5,133.1,109,181,10.5,0,0,0,2,0,1,0,4,0,5,4,4,60,0,0,112,592.6,1.81,3,2,1,1,0,0,atcm,4,0,0,0,1,0,0,0.0,0.0
atcm,atcm_188,1594473490,atcm,16,fixed,5,1,0,2,-5674.5,-5654.2,-20.2,0.0,0.0,176,176,336,336,0,0,9,9,1,1,3,3,2,1,0,110,1,0,112,298.6,0.91,2,2,1,1,0,0,atcm,5,5,1,1,2,0,0,0.0,0.0
atcm,atcm_189,1594483463,atcm,16,fixed,5,1,0,2,2705.0,2725.0,-20.0,0.0,0.0,176,176,0,0,0,0,9,9,1,1,10,10,2,1,0,110,1,0,112,300.0,0.92,2,2,1,1,0,0,atcm,5,5,1,1,2,0,0,0.0,0.0
atcm,atcm_190,1594493436,atcm,16,fixed,5,1,0,2,320.0,3109.0,-2789.0,910.0,134.0,73,179,87,0,0,0,0,0,0,0,10,0,27,26,26,43,0,0,112,1044.0,3.19,4,2,2,1,1,0,atcm,0,0,0,0,0,0,0,0.0,0.0
atcm,atcm_191,1594503409,atcm,16,fixed,5,1,0,1,-7640.0,-15416.3,7776.3,760.0,226.7,94,276,423,799.5,0,0,59,2,2,0,25,0,31,31,30,33,0,0,112,1215.8,3.71,3,3,2,1,0,0,atcm,10,0,1,0,2,0,0,0.0,0.0
atcm,atcm_192,1594513382,atcm,16,fixed,5,1,0,2,-16880.4,-5500.0,-11380.4,458.6,230.0,105,84,774,333,0,12,8,0,2,0,3,10,53,30,30,43,0,0,112,1148.6,3.51,3,3,1,1,0,0,atcm,5,0,0,0,2,0,0,0.0,0.0
atcm,atcm_193,1594523355,atcm,16,fixed,5,1,0,1,3106.0,-328.0,3434.0,150.0,830.0,178,67,0,111,0,0,2,16,1,0,10,16,33,33,33,37,0,0,112,980.0,2.99,2,4,1,2,0,1,atcm,7,0,0,0,1,0,0,0.0,0.0
atcm,atcm_194,1594533328,atcm,16,fixed,5,1,0,2,-427.5,3188.8,-3616.3,230.0,113.8,84,181,106.5,0,0,0,0,2,0,0,10,0,34,33,33,33,0,0,112,573.8,1.75,3,2,1,1,0,0,atcm,0,0,0,0,0,0,0,0.0,0.0
atcm,atcm_195,1594543301,atcm,16,fixed,5,1,0,2,-17753.9,-1450.0,-16303.9,309.1,380.0,119,265,810,282,0,0,12,0,2,0,1,10,48,28,27,47,0,0,112,1149.1,3.51,3,3,1,1,0,0,atcm,5,0,0,0,2,0,0,0.0,0.0
atcm,atcm_196,1594553274,atcm,16,fixed,5,1,0,1,1542.6,789.1,753.5,458.6,132.1,119,91,33,33,0,0,4,21,3,5,3,0,1,1,0,97,0,0,112,1050.7,3.21,3,3,1,1,0,0,atcm,6,9,0,1,2,0,6,0.0,0.0
atcm,atcm_197,1594563247,atcm,16,fixed,5,1,0,1,2903.6,2352.6,551.0,148.6,458.6,181,119,0,3,0,0,1,2,0,1,0,1,4,4,4,65,0,0,112,837.2,2.56,2,3,1,1,0,0,atcm,0,4,0,0,1,0,0,0.0,0.0
atcm,atcm_198,1594573220,atcm,16,fixed,5,1,0,1,-5527.0,-5893.5,366.5,229.5,230.0,92,76,289.5,292.5,0,0,11,20,0,1,3,11,1,1,0,102,0,0,112,779.5,2.38,2,2,1,1,0,0,atcm,0,9,0,0,0,1,0,0.0,0.0
atcm,atcm_199,1594583193,atcm,16,fixed,5,1,0,2,1681.0,2894.5,-1213.5,309.5,149.5,95,181,7.5,0,0,0,0,0,1,1,3,0,4,4,4,73,0,0,112,609.1,1.86,3,2,1,1,0,0,atcm,6,5,0,0,2,0,0,0.0,0.0
itu,itu_0,1592598566,itu,12,fixed,5,1,0,2,-9777.5,-1843.0,-7934.5,309.5,310.0,45,153,442,222,0,0,2,0,0,0,4,11,42,24,23,28,0,0,84,929.5,2.84,2,3,1,1,0,0,itu,0,0,0,0,0,0,0,0.0,0.0
itu,itu_1,1592608539,itu,12,fixed,5,1,0,1,2299.0,549.0,1750.0,134.0,690.0,127,44,0,50,0,33,0,0,0,0,0,17,24,23,23,28,0,0,84,904.0,2.76,2,3,1,2,0,0,itu,0,0,0,0,0,0,0,0.0,0.0
itu,itu_2,1592618512,itu,12,fixed,5,1,0,1,2231.5,2183.0,48.5,221.5,118.0,171,127,38,0,0,0,0,0,0,0,0,0,16,16,16,34,0,0,84,489.5,1.50,3,2,1,1,0,0,itu,0,0,0,0,0,0,0,0.0,0.0
itu,itu_3,1592628485,itu,12,fixed,5,1,0,1,2306.2,2203.6,102.6,226.2,148.6,171,127,36,0,0,0,0,2,0,0,0,0,15,15,15,35,0,0,84,604.8,1.85,3,2,1,1,0,0,itu,0,0,0,0,0,0,0,0.0,0.0
itu,itu_4,1592638458,itu,12,fixed,5,1,0,1,2083.6,1125.5,958.1,148.6,389.5,127,55,0,4,0,0,2,0,0,0,0,3,1,1,0,55,0,0,84,538.1,1.64,2,2,1,1,0,0,itu,0,0,0,0,0,0,0,0.0,0.0
itu,itu_5,1592648431,itu,12,fixed,5,1,0,2,191.8,300.0,-108.2,326.8,110.0,61,155,48,102,0,0,0,0,0,0,0,0,15,15,15,34,0,0,84,666.8,2.04,2,3,1,1,0,0,itu,0,0,0,0,0,0,0,0.0,0.0
itu,itu_6,1592658404,itu,12,fixed,5,1,0,1,-2395.0,-4955.9,2560.9,380.0,309.1,43,45,144,242,0,0,0,0,0,0,10,0,6,6,5,62,0,0,84,929.1,2.84,3,2,1,1,0,0,itu,0,0,0,0,0,0,0,0.0,0.0
itu,itu_7,1592668377,itu,12,fixed,5,1,0,1,2053.6,2020.2,33.4,148.6,115.2,127,127,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,84,263.8,0.81,2,2,1,1,0,0,itu,0,0,0,0,0,0,0,0.0,0.0
itu,itu_8,1592678350,itu,12,fixed,5,1,0,2,2225.0,2249.6,-24.6,150.0,219.6,127,171,0,38,0,0,2,0,0,0,10,0,18,17,17,35,0,0,84,519.6,1.59,2,3,1,1,0,0,itu,0,0,0,0,0,0,0,0.0,0.0
itu,itu_9,1592688323,itu,12,fixed,5,1,0,2,865.5,2053.0,-1187.5,309.5,150.0,47,127,8,0,0,0,0,1,0,1,3,10,1,1,0,53,0,0,84,539.5,1.65,2,2,1,1,0,0,itu,0,1,0,0,0,0,1,0.0,0.0
itu,itu_10,1592698296,itu,12,fixed,5,1,0,2,2210.2,2346.0,-135.8,115.2,226.2,127,171,0,36,0,0,1,0,0,0,0,0,17,17,16,37,0,0,84,570.9,1.74,2,3,1,1,0,0,itu,0,0,0,0,0,0,0,0.0,0.0
itu,itu_11,1592708269,itu,12,fixed,5,1,0,2,2000.8,2020.8,-20.0,0.0,0.0,127,127,0,0,0,0,4,4,0,0,3,3,2,1,0,82,1,0,84,299.1,0.91,2,2,1,1,0,0,itu,0,0,0,0,0,0,0,0.0,0.0
itu,itu_12,1592718242,itu,12,fixed,5,1,0,1,2050.2,965.1,1085.1,115.2,309.1,127,47,0,4,0,0,1,1,0,0,0,3,1,1,0,55,0,0,84,504.2,1.54,2,2,1,1,0,0,itu,0,0,0,0,0,0,0,0.0,0.0
itu,itu_13,1592728215,itu,12,fixed,5,1,0,2,785.1,2068.1,-1283.0,309.1,133.1,45,127,10,0,0,0,0,0,0,0,3,0,1,1,0,53,0,0,84,522.1,1.59,2,2,1,1,0,0,itu,0,0,0,0,0,0,0,0.0,0.0
itu,itu_14,1592738188,itu,12,fixed,5,1,0,2,-1596.1,-1067.9,-528.1,118.9,309.1,45,61,98,94,0,0,0,0,0,0,0,4,1,1,0,57,0,0,84,588.0,1.80,2,2,1,1,0,0,itu,0,0,0,0,0,0,0,0.0,0.0
itu,itu_15,1592748161,itu,12,fixed,5,1,0,2,-1596.1,-1055.9,-540.1,118.9,309.1,45,61,98,94,0,0,0,0,0,0,0,0,1,1,0,56,0,0,84,588.0,1.80,2,2,1,1,0,0,itu,0,0,0,0,0,0,0,0.0,0.0
itu,itu_16,1592758134,itu,12,fixed,5,1,0,1,2171.6,-65.0,2236.6,116.6,310.0,127,39,0,50,0,42,0,0,0,0,0,10,13,12,12,15,0,0,84,586.6,1.79,2,3,1,1,0,0,itu,0,0,0,0,0,0,0,0.0,0.0
itu,itu_17,1592768107,itu,12,fixed,5,1,0,2,-3570.0,-3550.0,-20.0,0.0,0.0,127,127,222,222,0,0,4,4,0,0,10,10,2,1,0,82,1,0,84,300.0,0.92,2,2,1,1,0,0,itu,0,0,0,0,0,0,0,0.0,0.0
itu,itu_18,1592778080,itu,12,fixed,5,1,0,1,2381.6,2034.7,346.9,416.6,146.7,147,127,12,0,0,0,0,2,0,0,0,9,1,1,1,60,0,0,84,643.3,1.96,3,2,1,1,0,0,itu,0,0,0,0,0,0,0,0.0,0.0
itu,itu_19,1592788053,itu,12,fixed,5,1,0,2,2194.5,2331.1,-136.5,149.5,221.1,127,173,0,36,0,0,0,0,0,0,10,0,17,17,17,35,0,0,84,520.6,1.59,2,3,1,1,0,0,itu,0,0,0,0,0,0,0,0.0,0.0
itu,itu_20,1592798026,itu,12,fixed,5,1,0,2,2025.0,2053.6,-28.6,150.0,148.6,127,127,0,0,0,0,2,2,0,0,10,0,0,0,0,0,0,0,84,298.6,0.91,2,2,1,1,0,0,itu,0,0,0,0,0,0,0,0.0,0.0
itu,itu_21,1592807999,itu,12,fixed,5,1,0,1,-4125.0,-7485.0,3360.0,770.0,150.0,141,171,286,414,1,0,0,0,0,0,10,0,6,6,5,63,1,0,84,1160.0,3.54,3,3,2,1,0,0,itu,0,0,0,0,0,0,0,0.0,0.0
itu,itu_22,1592817972,itu,12,fixed,5,1,0,2,-7648.3,-3770.0,-3878.3,146.7,230.0,173,209,424,300,0,0,10,10,0,0,0,10,13,7,6,62,1,0,84,766.7,2.34,3,3,1,1,0,0,itu,0,0,0,0,0,0,0,0.0,0.0
itu,itu_23,1592827945,itu,12,fixed,5,1,0,1,-1619.5,-2265.0,645.5,469.5,310.0,73,39,136,142,0,0,3,0,0,0,3,10,17,17,16,42,0,0,84,1009.5,3.08,3,3,1,1,0,0,itu,0,0,0,0,0,0,0,0.0,0.0
itu,itu_24,1592837918,itu,12,fixed,5,1,0,2,-104.5,655.1,-759.6,389.5,140.1,55,201,58,116,0,0,1,0,0,0,3,0,14,14,14,34,0,0,84,769.6,2.35,2,3,1,1,0,0,itu,0,0,0,0,0,0,0,0.0,0.0
itu,itu_25,1592847891,itu,12,fixed,5,1,0,2,-8098.9,-3375.0,-4723.9,141.1,620.0,173,189,442,286,0,5,11,0,0,0,0,10,15,8,8,59,1,0,84,991.1,3.03,3,3,1,4,0,0,itu,0,0,0,0,0,0,0,0.0,0.0
itu,itu_26,1592857864,itu,12,fixed,5,1,0,2,1195.0,2273.6,-1078.6,380.0,148.6,109,125,50,0,2,0,0,2,0,0,10,0,23,23,22,27,0,0,84,528.6,1.61,3,2,4,1,0,0,itu,0,0,0,0,0,0,0,0.0,0.0
itu,itu_27,1592867837,itu,12,fixed,5,1,0,1,2223.6,592.0,1631.6,148.6,840.0,127,49,0,50,0,0,1,0,0,0,0,11,15,15,14,46,0,0,84,988.6,3.02,2,3,1,2,0,0,itu,0,0,0,0,0,0,0,0.0,0.0
itu,itu_28,1592877810,itu,12,fixed,5,1,0,1,2053.6,2025.0,28.6,148.6,150.0,127,127,0,0,0,0,0,4,0,0,0,10,0,0,0,0,0,0,84,298.6,0.91,2,2,1,1,0,0,itu,0,0,0,0,0,0,0,0.0,0.0
itu,itu_29,1592887783,itu,12,fixed,5,1,0,2,-9310.5,-9290.5,-20.0,229.5,229.5,32,32,402,402,0,0,0,0,0,0,0,0,2,1,0,82,3,0,84,459.1,1.40,3,3,1,1,0,0,itu,0,0,0,0,0,0,0,0.0,0.0
itu,itu_30,1592897756,itu,12,fixed,5,1,0,1,-1263.5,-8738.9,7475.4,141.5,298.1,171,61,182,400,0,0,0,0,0,0,0,4,16,15,15,39,0,0,84,759.6,2.32,3,2,1,1,0,0,itu,0,0,0,0,0,0,0,0.0,0.0
itu,itu_31,1592907729,itu,12,fixed,5,1,0,2,1365.5,2038.1,-672.5,389.5,133.1,63,127,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,84,602.6,1.84,3,2,1,1,0,0,itu,0,0,0,0,0,0,0,0.0,0.0
itu,itu_32,1592917702,itu,12,fixed,5,1,0,2,2020.2,2025.0,-4.8,115.2,150.0,127,127,0,0,0,0,1,4,0,0,0,10,0,0,0,0,0,0,84,265.2,0.81,2,2,1,1,0,0,itu,0,0,0,0,0,0,0,0.0,0.0
itu,itu_33,1592927675,itu,12,fixed,5,1,0,2,-2156.1,531.7,-2687.8,118.9,146.7,61,171,132,96,0,0,0,0,0,0,0,0,5,5,4,61,0,0,84,585.6,1.79,2,3,1,1,0,0,itu,0,0,0,0,0,0,0,0.0,0.0
itu,itu_34,1592937648,itu,12,fixed,5,1,0,1,1935.0,600.3,1334.7,0.0,145.3,127,33,0,4,0,0,0,16,0,0,0,0,1,1,0,69,0,0,84,225.3,0.69,2,2,1,1,0,0,itu,0,0,0,0,0,0,0,0.0,0.0
itu,itu_35,1592947621,itu,12,fixed,5,1,0,2,1370.0,2250.2,-880.2,380.0,115.2,124,125,52,0,2,0,0,1,0,0,10,0,24,23,23,26,0,0,84,495.2,1.51,3,2,3,1,0,0,itu,0,0,0,0,0,0,0,0.0,0.0
itu,itu_36,1592957594,itu,12,fixed,5,1,0,1,2560.8,2138.3,422.5,225.8,113.3,201,125,44,0,0,0,0,0,0,0,0,0,15,15,15,21,0,0,84,579.1,1.77,3,2,1,1,0,0,itu,0,0,0,0,0,0,0,0.0,0.0
itu,itu_37,1592967567,itu,12,fixed,5,1,0,1,-915.6,-1732.0,816.4,533.4,460.0,105,79,130,144,0,8,3,1,0,1,3,11,14,13,13,48,0,0,84,1143.4,3.49,3,3,1,2,0,0,itu,0,2,0,0,1,0,0,0.0,0.0
itu,itu_38,1592977540,itu,12,fixed,5,1,0,1,2041.8,2023.0,18.8,136.8,118.0,127,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,254.8,0.78,2,2,1,1,0,0,itu,0,0,0,0,0,0,0,0.0,0.0
itu,itu_39,1592987513,itu,12,fixed,5,1,0,1,-2175.0,-4884.9,2709.9,380.0,309.1,43,47,134,240,0,0,0,0,0,0,10,3,5,5,4,64,0,0,84,929.1,2.84,3,2,1,1,0,0,itu,0,0,0,0,0,0,0,0.0,0.0
itu,itu_40,1592997486,itu,12,fixed,5,1,0,2,2195.0,2341.5,-146.5,150.0,221.5,127,171,0,36,0,0,2,0,0,0,10,0,17,17,17,36,0,0,84,601.5,1.84,2,3,1,1,0,0,itu,0,0,0,0,0,0,0,0.0,0.0
itu,itu_41,1593007459,itu,12,fixed,5,1,0,2,2187.8,2346.2,-158.4,112.8,226.2,127,171,0,32,0,0,0,0,0,0,0,0,15,14,14,41,0,0,84,489.1,1.49,2,3,1,1,0,0,itu,0,0,0,0,0,0,0,0.0,0.0
itu,itu_42,1593017432,itu,12,fixed,5,1,0,1,2053.6,2039.0,14.6,148.6,134.0,127,127,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,84,282.6,0.86,2,2,1,1,0,0,itu,0,0,0,0,0,0,0,0.0,0.0
itu,itu_43,1593027405,itu,12,fixed,5,1,0,2,2053.6,2054.5,-0.9,148.6,149.5,127,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,298.1,0.91,2,2,1,1,0,0,itu,0,0,0,0,0,0,0,0.0,0.0
itu,itu_44,1593037378,itu,12,fixed,5,1,0,1,-1580.0,-5532.9,3952.9,230.0,309.1,199,45,222,268,0,0,0,11,0,1,10,3,27,24,23,28,0,0,84,849.1,2.59,3,2,1,1,0,0,itu,0,4,0,1,1,0,0,0.0,0.0
itu,itu_45,1593047351,itu,12,fixed,5,1,0,2,2224.5,2341.5,-117.0,149.5,221.5,127,171,0,36,0,0,0,0,0,0,0,0,17,17,17,36,0,0,84,601.1,1.84,2,3,1,1,0,0,itu,0,0,0,0,0,0,0,0.0,0.0
itu,itu_46,1593057324,itu,12,fixed,5,1,0,1,2038.1,1135.5,902.5,133.1,469.5,127,45,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,84,602.6,1.84,2,2,1,1,0,0,itu,0,0,0,0,0,0,0,0.0,0.0
itu,itu_47,1593067297,itu,12,fixed,5,1,0,2,865.1,2085.0,-1219.9,309.1,150.0,47,127,8,0,0,0,1,0,0,0,3,0,1,1,0,53,0,0,84,539.1,1.65,2,2,1,1,0,0,itu,0,0,0,0,0,0,0,0.0,0.0
itu,itu_48,1593077270,itu,12,fixed,5,1,0,2,1175.0,2233.6,-1058.6,760.0,148.6,85,125,50,0,13,0,0,2,0,0,10,0,21,21,21,26,0,0,84,908.6,2.78,3,2,5,1,0,0,itu,0,0,0,0,0,0,0,0.0,0.0
itu,itu_49,1593087243,itu,12,fixed,5,1,0,2,-13244.5,-3020.0,-10224.5,309.5,680.0,47,54,582,220,0,0,1,3,0,0,3,10,42,24,23,28,0,0,84,1069.5,3.27,2,4,1,2,0,0,itu,0,0,0,0,0,0,0,0.0,0.0
itu,itu_50,1593097216,itu,12,fixed,5,1,0,1,2280.2,1135.0,1145.2,115.2,620.0,127,89,0,50,0,5,1,0,0,0,0,10,24,23,23,26,0,0,84,735.2,2.25,2,3,1,6,0,0,itu,0,0,0,0,0,0,0,0.0,0.0
