battery_id,run_id,seed,scenario,total_rounds,mission_end,arrival_delay,grid_sharing,grid_permanent,winner,score1,score2,score_gap,ice1_kg,ice2_kg,ap1,ap2,vio1,vio2,dep_blocked1,dep_blocked2,strand_risk1,strand_risk2,stranded1,stranded2,unpow_hab1,unpow_hab2,offers,joins,decouples,shared_days,contested_days,craters_depleted,duration_days,extracted_kg,extracted_pct,rovers1,rovers2,habitats1,habitats2,reactors1,reactors2,governance,strand_pen_days1,strand_pen_days2,rescues1,rescues2,strand_night,strand_far,strand_other,reserve1_kg,reserve2_kg
baseline,baseline_295,1595540601,standard,12,fixed,5,1,0,1,2055.0,625.0,1430.0,0.0,310.0,127,41,0,25,0,66,1,0,0,0,0,10,13,12,12,15,0,0,84,540.0,1.65,2,3,1,1,0,0,,0,0,0,0,0,0,0,0.0,0.0
baseline,baseline_296,1595550574,standard,12,fixed,5,1,0,1,2284.5,1770.0,514.5,149.5,460.0,125,99,0,25,0,4,0,0,0,0,0,10,24,24,23,28,0,0,84,609.5,1.86,2,3,1,6,0,0,,0,0,0,0,0,0,0,0.0,0.0
baseline,baseline_297,1595560547,standard,12,fixed,5,1,0,2,815.5,1935.0,-1119.5,309.5,0.0,47,127,10,0,0,0,0,1,0,0,3,0,1,1,0,47,0,0,84,389.5,1.19,2,2,1,1,0,0,,0,0,0,0,0,0,0,0.0,0.0
baseline,baseline_298,1595570520,standard,12,fixed,5,1,0,2,-4102.0,-2312.0,-1790.0,230.0,80.0,74,161,227,204,28,3,0,18,0,0,9,9,12,6,5,72,3,0,84,710.0,2.17,4,3,2,1,0,0,,0,0,0,0,0,0,0,0.0,0.0
baseline,baseline_299,1595580493,standard,12,fixed,5,1,0,1,2651.2,2135.0,516.2,226.2,150.0,171,127,19,0,0,0,0,2,0,0,0,10,11,11,11,29,0,0,84,606.2,1.85,3,2,1,1,0,0,,0,0,0,0,0,0,0,0.0,0.0
grid_off,grid_off_0,1592598566,standard,12,fixed,5,0,0,2,-4870.5,-338.0,-4532.5,309.5,310.0,45,153,235,121,0,0,10,0,1,0,4,11,0,0,0,0,0,0,84,929.5,2.84,2,3,1,1,0,0,,4,0,1,0,1,0,0,0.0,0.0
grid_off,grid_off_1,1592608539,standard,12,fixed,5,0,0,1,2039.0,666.0,1373.0,134.0,770.0,127,44,0,30,0,39,0,0,0,0,0,18,0,0,0,0,0,0,84,984.0,3.01,2,3,1,2,0,0,,0,0,0,0,0,0,0,0.0,0.0
grid_off,grid_off_2,1592618512,standard,12,fixed,5,0,0,1,2136.5,2023.0,113.5,221.5,118.0,171,127,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,489.5,1.50,3,2,1,1,0,0,,0,0,0,0,0,0,0,0.0,0.0
grid_off,grid_off_3,1592628485,standard,12,fixed,5,0,0,1,2181.2,2053.6,127.6,226.2,148.6,171,127,29,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,84,604.8,1.85,3,2,1,1,0,0,,0,0,0,0,0,0,0,0.0,0.0
grid_off,grid_off_4,1592638458,standard,12,fixed,5,0,0,1,2053.6,805.5,1248.1,148.6,389.5,127,55,0,16,0,0,2,0,0,0,0,3,0,0,0,0,0,0,84,538.1,1.64,2,2,1,1,0,0,,0,0,0,0,0,0,0,0.0,0.0
grid_off,grid_off_5,1592648431,standard,12,fixed,5,0,0,2,-133.2,800.0,-933.2,326.8,110.0,61,155,55,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,666.8,2.04,2,3,1,1,0,0,,0,0,0,0,0,0,0,0.0,0.0
grid_off,grid_off_6,1592658404,standard,12,fixed,5,0,0,1,-1950.0,-4008.9,2058.9,380.0,309.1,43,45,121,201,0,0,0,9,0,1,10,0,0,0,0,0,0,0,84,929.1,2.84,3,2,1,1,0,0,,0,4,0,1,0,0,1,0.0,0.0
grid_off,grid_off_7,1592668377,standard,12,fixed,5,0,0,1,2053.6,2020.2,33.4,148.6,115.2,127,127,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,84,263.8,0.81,2,2,1,1,0,0,,0,0,0,0,0,0,0,0.0,0.0
grid_off,grid_off_8,1592678350,standard,12,fixed,5,0,0,2,2025.0,2134.6,-109.6,150.0,219.6,127,171,0,29,0,0,2,0,0,0,10,0,0,0,0,0,0,0,84,519.6,1.59,2,3,1,1,0,0,,0,0,0,0,0,0,0,0.0,0.0
grid_off,grid_off_9,1592688323,standard,12,fixed,5,0,0,2,470.5,2023.0,-1552.5,309.5,150.0,47,127,23,0,0,0,0,1,0,1,3,10,0,0,0,0,0,0,84,539.5,1.65,2,2,1,1,0,0,,0,1,0,0,0,0,1,0.0,0.0
grid_off,grid_off_10,1592698296,standard,12,fixed,5,0,0,2,2020.2,2181.0,-160.8,115.2,226.2,127,171,0,29,0,0,1,0,0,0,0,0,0,0,0,0,0,0,84,570.9,1.74,2,3,1,1,0,0,,0,0,0,0,0,0,0,0.0,0.0
grid_off,grid_off_11,1592708269,standard,12,fixed,5,0,0,0,1970.8,1970.8,0.0,0.0,0.0,127,127,0,0,0,0,4,4,0,0,3,3,0,0,0,0,1,0,84,299.1,0.91,2,2,1,1,0,0,,0,0,0,0,0,0,0,0.0,0.0
grid_off,grid_off_12,1592718242,standard,12,fixed,5,0,0,1,2020.2,510.1,1510.1,115.2,389.1,127,47,0,23,0,0,1,1,0,0,0,3,0,0,0,0,0,0,84,504.2,1.54,2,2,1,1,0,0,,0,0,0,0,0,0,0,0.0,0.0
grid_off,grid_off_13,1592728215,standard,12,fixed,5,0,0,2,415.1,2038.1,-1623.0,309.1,133.1,45,127,24,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,84,522.1,1.59,2,2,1,1,0,0,,0,0,0,0,0,0,0,0.0,0.0
grid_off,grid_off_14,1592738188,standard,12,fixed,5,0,0,2,-1766.1,-1147.9,-618.1,118.9,309.1,45,61,104,96,0,0,6,0,0,0,0,4,0,0,0,0,0,0,84,588.0,1.80,2,2,1,1,0,0,,0,0,0,0,0,0,0,0.0,0.0
grid_off,grid_off_15,1592748161,standard,12,fixed,5,0,0,2,-1766.1,-1160.9,-605.1,118.9,309.1,45,61,104,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,588.0,1.80,2,2,1,1,0,0,,0,0,0,0,0,0,0,0.0,0.0
grid_off,grid_off_16,1592758134,standard,12,fixed,5,0,0,1,2021.6,195.0,1826.6,116.6,310.0,127,39,0,30,0,43,0,0,0,0,0,10,0,0,0,0,0,0,84,586.6,1.79,2,3,1,1,0,0,,0,0,0,0,0,0,0,0.0,0.0
grid_off,grid_off_17,1592768107,standard,12,fixed,5,0,0,0,-825.0,-825.0,0.0,0.0,0.0,127,127,111,111,0,0,4,4,0,0,10,10,0,0,0,0,1,0,84,300.0,0.92,2,2,1,1,0,0,,0,0,0,0,0,0,0,0.0,0.0
grid_off,grid_off_18,1592778080,standard,12,fixed,5,0,0,1,2141.6,2024.7,116.9,426.6,146.7,147,127,21,0,0,0,0,2,0,0,0,9,0,0,0,0,0,0,84,643.3,1.96,3,2,1,1,0,0,,0,0,0,0,0,0,0,0.0,0.0
grid_off,grid_off_19,1592788053,standard,12,fixed,5,0,0,2,2024.5,2151.1,-126.5,149.5,141.1,127,173,0,28,0,0,0,0,0,0,10,0,0,0,0,0,0,0,84,520.6,1.59,2,3,1,1,0,0,,0,0,0,0,0,0,0,0.0,0.0
grid_off,grid_off_20,1592798026,standard,12,fixed,5,0,0,2,2025.0,2053.6,-28.6,150.0,148.6,127,127,0,0,0,0,2,2,0,0,10,0,0,0,0,0,0,0,84,298.6,0.91,2,2,1,1,0,0,,0,0,0,0,0,0,0,0.0,0.0
grid_off,grid_off_21,1592807999,standard,12,fixed,5,0,0,1,-2745.0,-4290.0,1545.0,770.0,150.0,141,171,224,285,10,0,0,0,0,0,10,0,0,0,0,0,1,0,84,1160.0,3.54,3,3,2,1,0,0,,0,0,0,0,0,0,0,0.0,0.0
grid_off,grid_off_22,1592817972,standard,12,fixed,5,0,0,2,-4363.3,-2890.0,-1473.3,146.7,230.0,173,209,289,252,0,0,6,14,0,0,0,10,0,0,0,0,1,0,84,766.7,2.34,3,3,1,1,0,0,,0,0,0,0,0,0,0,0.0,0.0
grid_off,grid_off_23,1592827945,standard,12,fixed,5,0,0,2,-2664.5,-1095.0,-1569.5,469.5,310.0,55,39,158,83,0,21,0,0,0,0,3,10,0,0,0,0,0,0,84,1009.5,3.08,2,3,1,1,0,0,,0,0,0,0,0,0,0,0.0,0.0
grid_off,grid_off_24,1592837918,standard,12,fixed,5,0,0,2,-744.5,1495.1,-2239.6,389.5,300.1,55,201,78,76,0,0,1,0,0,0,3,0,0,0,0,0,0,0,84,849.6,2.60,2,3,1,1,0,0,,0,0,0,0,0,0,0,0.0,0.0
grid_off,grid_off_25,1592847891,standard,12,fixed,5,0,0,2,-2593.9,-2222.0,-371.9,141.1,460.0,173,124,218,180,0,2,11,0,0,0,0,14,0,0,0,0,1,0,84,841.1,2.57,3,3,1,4,0,0,,0,0,0,0,0,0,0,0.0,0.0
grid_off,grid_off_26,1592857864,standard,12,fixed,5,0,0,2,617.0,2023.6,-1406.6,380.0,148.6,69,125,30,0,2,0,0,2,0,0,16,0,0,0,0,0,0,0,84,528.6,1.61,3,2,3,1,0,0,,0,0,0,0,0,0,0,0.0,0.0
grid_off,grid_off_27,1592867837,standard,12,fixed,5,0,0,1,2023.6,1020.0,1003.6,148.6,690.0,125,79,0,30,0,5,1,0,0,0,0,35,0,0,0,0,0,0,84,838.6,2.56,2,3,1,5,0,0,,0,0,0,0,0,0,0,0.0,0.0
grid_off,grid_off_28,1592877810,standard,12,fixed,5,0,0,1,2053.6,2025.0,28.6,148.6,150.0,127,127,0,0,0,0,0,4,0,0,0,10,0,0,0,0,0,0,84,298.6,0.91,2,2,1,1,0,0,,0,0,0,0,0,0,0,0.0,0.0
grid_off,grid_off_29,1592887783,standard,12,fixed,5,0,0,0,-6550.5,-6550.5,0.0,229.5,229.5,32,32,292,292,5,5,1,1,1,1,0,0,0,0,0,0,4,0,84,619.1,1.89,3,3,1,1,0,0,,0,0,0,0,0,0,2,0.0,0.0
grid_off,grid_off_30,1592897756,standard,12,fixed,5,0,0,1,101.5,-4333.9,4435.4,141.5,298.1,171,61,109,223,0,0,0,0,0,0,0,4,0,0,0,0,0,0,84,759.6,2.32,3,2,1,1,0,0,,0,0,0,0,0,0,0,0.0,0.0
grid_off,grid_off_31,1592907729,standard,12,fixed,5,0,0,2,1365.5,2038.1,-672.5,389.5,133.1,63,127,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,84,602.6,1.84,3,2,1,1,0,0,,0,0,0,0,0,0,0,0.0,0.0
grid_off,grid_off_32,1592917702,standard,12,fixed,5,0,0,2,2020.2,2025.0,-4.8,115.2,150.0,127,127,0,0,0,0,1,4,0,0,0,10,0,0,0,0,0,0,84,265.2,0.81,2,2,1,1,0,0,,0,0,0,0,0,0,0,0.0,0.0
grid_off,grid_off_33,1592927675,standard,12,fixed,5,0,0,2,-2232.1,431.7,-2663.8,118.9,146.7,61,171,132,96,0,0,0,0,1,0,0,0,0,0,0,0,0,0,84,585.6,1.79,2,3,1,1,0,0,,3,0,0,0,0,0,1,0.0,0.0
grid_off,grid_off_34,1592937648,standard,12,fixed,5,0,0,1,1905.0,985.3,919.7,0.0,305.3,127,91,0,29,0,0,0,8,0,0,0,0,0,0,0,0,0,0,84,385.3,1.18,2,3,1,1,0,0,,0,0,0,0,0,0,0,0.0,0.0
grid_off,grid_off_35,1592947621,standard,12,fixed,5,0,0,2,740.0,1990.2,-1250.2,380.0,115.2,84,125,30,0,0,0,0,1,0,0,50,0,0,0,0,0,0,0,84,495.2,1.51,3,2,6,1,0,0,,0,0,0,0,0,0,0,0.0,0.0
grid_off,grid_off_36,1592957594,standard,12,fixed,5,0,0,1,2715.8,1988.3,727.5,305.8,113.3,201,125,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,659.1,2.01,3,2,1,1,0,0,,0,0,0,0,0,0,0,0.0,0.0
grid_off,grid_off_37,1592967567,standard,12,fixed,5,0,0,1,474.4,-742.5,1216.9,533.4,609.5,105,59,68,88,0,9,3,1,0,1,3,11,0,0,0,0,0,0,84,1292.9,3.95,3,3,1,2,0,0,,0,2,0,0,1,0,0,0.0,0.0
grid_off,grid_off_38,1592977540,standard,12,fixed,5,0,0,1,2041.8,2023.0,18.8,136.8,118.0,127,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,254.8,0.78,2,2,1,1,0,0,,0,0,0,0,0,0,0,0.0,0.0
grid_off,grid_off_39,1592987513,standard,12,fixed,5,0,0,1,-1070.0,-4672.9,3602.9,460.0,389.1,43,47,89,230,42,0,0,1,0,1,10,3,0,0,0,0,0,0,84,1009.1,3.08,3,2,1,1,0,0,,0,4,0,1,0,0,1,0.0,0.0
grid_off,grid_off_40,1592997486,standard,12,fixed,5,0,0,2,2025.0,2141.5,-116.5,150.0,221.5,127,171,0,29,0,0,2,0,0,0,10,0,0,0,0,0,0,0,84,531.5,1.62,2,3,1,1,0,0,,0,0,0,0,0,0,0,0.0,0.0
grid_off,grid_off_41,1593007459,standard,12,fixed,5,0,0,2,2017.8,2141.2,-123.4,112.8,226.2,127,171,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,489.1,1.49,2,3,1,1,0,0,,0,0,0,0,0,0,0,0.0,0.0
grid_off,grid_off_42,1593017432,standard,12,fixed,5,0,0,1,2053.6,2039.0,14.6,148.6,134.0,127,127,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,84,282.6,0.86,2,2,1,1,0,0,,0,0,0,0,0,0,0,0.0,0.0
grid_off,grid_off_43,1593027405,standard,12,fixed,5,0,0,2,2053.6,2054.5,-0.9,148.6,149.5,127,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,298.1,0.91,2,2,1,1,0,0,,0,0,0,0,0,0,0,0.0,0.0
grid_off,grid_off_44,1593037378,standard,12,fixed,5,0,0,1,275.0,-2542.9,2817.9,230.0,309.1,199,45,121,142,0,0,0,10,0,1,10,3,0,0,0,0,0,0,84,849.1,2.59,3,2,1,1,0,0,,0,4,0,1,0,0,1,0.0,0.0
grid_off,grid_off_45,1593047351,standard,12,fixed,5,0,0,2,2054.5,2136.5,-82.0,149.5,221.5,127,171,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,521.1,1.59,2,3,1,1,0,0,,0,0,0,0,0,0,0,0.0,0.0
grid_off,grid_off_46,1593057324,standard,12,fixed,5,0,0,1,2038.1,1135.5,902.5,133.1,469.5,127,45,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,84,602.6,1.84,2,2,1,1,0,0,,0,0,0,0,0,0,0,0.0,0.0
grid_off,grid_off_47,1593067297,standard,12,fixed,5,0,0,2,470.1,2055.0,-1584.9,309.1,150.0,47,127,23,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,84,539.1,1.65,2,2,1,1,0,0,,0,0,0,0,0,0,0,0.0,0.0
grid_off,grid_off_48,1593077270,standard,12,fixed,5,0,0,2,1060.0,2023.6,-963.6,760.0,148.6,75,125,30,0,13,0,0,2,0,0,25,0,0,0,0,0,0,0,84,908.6,2.78,3,2,4,1,0,0,,0,0,0,0,0,0,0,0.0,0.0
grid_off,grid_off_49,1593087243,standard,12,fixed,5,0,0,2,-6829.5,-1540.0,-5289.5,309.5,680.0,47,54,315,120,0,0,5,0,0,0,3,10,0,0,0,0,0,0,84,1069.5,3.27,2,4,1,2,0,0,,0,0,0,0,0,0,0,0.0,0.0
grid_off,grid_off_50,1593097216,standard,12,fixed,5,0,0,1,2020.2,943.0,1077.2,115.2,700.0,127,69,0,30,0,5,1,0,0,0,0,14,0,0,0,0,0,0,84,815.2,2.49,2,3,1,3,0,0,,0,0,0,0,0,0,0,0.0,0.0
grid_off,grid_off_51,1593107189,standard,12,fixed,5,0,0,1,2025.0,412.5,1612.5,150.0,309.5,127,45,0,24,0,1,2,0,0,0,10,4,0,0,0,0,0,0,84,539.5,1.65,2,2,1,1,0,0,,0,0,0,0,0,0,0,0.0,0.0
grid_off,grid_off_52,1593117162,standard,12,fixed,5,0,0,1,-2686.1,-3670.0,983.9,118.9,610.0,175,44,222,196,0,0,36,21,1,2,0,12,0,0,0,0,0,0,84,968.9,2.96,3,3,1,2,0,0,,0,2,0,0,2,0,1,0.0,0.0
grid_off,grid_off_53,1593127135,standard,12,fixed,5,0,0,1,2054.1,470.5,1583.5,149.1,309.5,127,47,0,23,0,0,1,0,0,0,0,3,0,0,0,0,0,0,84,538.6,1.64,2,2,1,1,0,0,,0,0,0,0,0,0,0,0.0,0.0
grid_off,grid_off_54,1593137108,standard,12,fixed,5,0,0,1,2681.1,1990.2,690.9,221.1,115.2,203,125,28,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,84,566.2,1.73,3,2,1,1,0,0,,0,0,0,0,0,0,0,0.0,0.0
grid_off,grid_off_55,1593147081,standard,12,fixed,5,0,0,1,2023.6,769.0,1254.6,148.6,910.0,125,44,0,30,0,0,2,0,0,0,0,17,0,0,0,0,0,0,84,1058.6,3.23,2,3,1,2,0,0,,0,0,0,0,0,0,0,0.0,0.0
grid_off,grid_off_56,1593157054,standard,12,fixed,5,0,0,1,-420.0,-5314.6,4894.6,530.0,144.4,89,57,89,254,1,0,0,0,0,1,20,0,0,0,0,0,0,0,84,754.4,2.30,3,2,6,1,0,0,,0,2,0,0,0,0,1,0.0,0.0
grid_off,grid_off_57,1593167027,standard,12,fixed,5,0,0,2,-3330.0,-2175.0,-1155.0,0.0,150.0,125,32,210,111,0,0,4,0,0,0,10,10,0,0,0,0,1,0,84,300.0,0.92,2,3,1,1,0,0,,0,0,0,0,0,0,0,0.0,0.0
grid_off,grid_off_58,1593177000,standard,12,fixed,5,0,0,2,814.1,2025.0,-1210.9,309.1,150.0,61,127,18,0,0,0,2,2,0,0,0,10,0,0,0,0,0,0,84,539.1,1.65,2,2,1,1,0,0,,0,0,0,0,0,0,0,0.0,0.0
grid_off,grid_off_59,1593186973,standard,12,fixed,5,0,0,1,1016.1,285.0,731.1,309.1,380.0,45,43,0,30,0,0,10,0,1,0,0,10,0,0,0,0,0,0,84,849.1,2.59,2,3,1,1,0,0,,4,0,1,0,0,0,1,0.0,0.0
grid_off,grid_off_60,1593196946,standard,12,fixed,5,0,0,2,147.0,2017.8,-1870.8,230.0,112.8,39,127,30,0,69,0,0,2,0,0,11,0,0,0,0,0,0,0,84,572.8,1.75,3,2,1,1,0,0,,0,0,0,0,0,0,0,0.0,0.0
grid_off,grid_off_61,1593206919,standard,12,fixed,5,0,0,2,424.1,2041.8,-1617.8,309.1,136.8,45,127,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,525.9,1.61,2,2,1,1,0,0,,0,0,0,0,0,0,0,0.0,0.0
grid_off,grid_off_62,1593216892,standard,12,fixed,5,0,0,1,2038.1,1969.6,68.4,133.1,0.0,127,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,262.4,0.80,2,2,1,1,0,0,,0,0,0,0,0,0,0,0.0,0.0
grid_off,grid_off_63,1593226865,standard,12,fixed,5,0,0,1,-60.0,-4068.5,4008.5,310.0,309.5,171,45,121,203,0,0,0,10,0,1,10,4,0,0,0,0,0,0,84,939.5,2.87,3,2,1,1,0,0,,0,3,0,0,1,0,0,0.0,0.0
grid_off,grid_off_64,1593236838,standard,12,fixed,5,0,0,2,155.0,2023.9,-1868.9,230.0,118.9,39,127,30,0,67,0,0,0,0,0,10,0,0,0,0,0,0,0,84,588.9,1.80,3,2,1,1,0,0,,0,0,0,0,0,0,0,0.0,0.0
grid_off,grid_off_65,1593246811,standard,12,fixed,5,0,0,2,1460.5,2020.2,-559.6,389.5,115.2,73,127,2,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,84,574.7,1.76,3,2,1,1,0,0,,0,0,0,0,0,0,0,0.0,0.0
grid_off,grid_off_66,1593256784,standard,12,fixed,5,0,0,2,1016.1,2181.2,-1165.2,309.1,226.2,45,171,0,29,0,0,10,0,1,0,0,0,0,0,0,0,0,0,84,845.3,2.58,2,3,1,1,0,0,,4,0,1,0,0,0,1,0.0,0.0
grid_off,grid_off_67,1593266757,standard,12,fixed,5,0,0,1,464.6,-3047.5,3512.1,219.6,389.5,171,47,96,165,0,0,0,2,0,1,0,3,0,0,0,0,0,0,84,769.2,2.35,3,2,1,1,0,0,,0,4,0,1,1,0,0,0.0,0.0
grid_off,grid_off_68,1593276730,standard,12,fixed,5,0,0,2,-3847.5,199.2,-4046.6,389.5,139.2,47,171,197,105,0,0,1,0,1,0,3,0,0,0,0,0,0,0,84,768.7,2.35,2,3,1,1,0,0,,4,0,1,0,0,0,1,0.0,0.0
grid_off,grid_off_69,1593286703,standard,12,fixed,5,0,0,2,1991.6,2749.2,-757.6,116.6,379.2,125,201,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,655.8,2.00,2,3,1,1,0,0,,0,0,0,0,0,0,0,0.0,0.0
grid_off,grid_off_70,1593296676,standard,12,fixed,5,0,0,1,2025.0,789.0,1236.0,150.0,840.0,127,49,0,30,0,0,3,0,0,0,10,12,0,0,0,0,0,0,84,990.0,3.02,2,3,1,2,0,0,,0,0,0,0,0,0,0,0.0,0.0
grid_off,grid_off_71,1593306649,standard,12,fixed,5,0,0,1,2024.7,653.9,1370.8,146.7,118.9,127,63,0,18,0,0,1,0,0,0,9,0,0,0,0,0,0,0,84,345.6,1.06,2,2,1,1,0,0,,0,0,0,0,0,0,0,0.0,0.0
grid_off,grid_off_72,1593316622,standard,12,fixed,5,0,0,2,2025.0,2755.6,-730.6,150.0,290.6,125,203,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,680.6,2.08,2,3,1,1,0,0,,0,0,0,0,0,0,0,0.0,0.0
grid_off,grid_off_73,1593326595,standard,12,fixed,5,0,0,2,542.0,1905.0,-1363.0,680.0,0.0,44,127,30,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,84,680.0,2.08,3,2,2,1,0,0,,0,0,0,0,0,0,0,0.0,0.0
grid_off,grid_off_74,1593336568,standard,12,fixed,5,0,0,2,424.1,2017.7,-1593.6,309.1,114.7,45,127,24,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,84,503.8,1.54,2,2,1,1,0,0,,0,1,0,0,0,0,1,0.0,0.0
grid_off,grid_off_75,1593346541,standard,12,fixed,5,0,0,1,-4248.0,-5820.4,1572.4,850.0,139.6,69,203,244,365,12,0,0,15,0,0,21,0,0,0,0,0,1,0,84,1289.6,3.94,3,3,4,1,0,0,,0,0,0,0,0,0,0,0.0,0.0
grid_off,grid_off_76,1593356514,standard,12,fixed,5,0,0,1,2015.7,764.1,1251.6,114.7,309.1,127,61,0,20,0,0,2,0,2,0,0,0,0,0,0,0,0,0,84,503.8,1.54,2,2,1,1,0,0,,2,0,0,0,0,0,2,0.0,0.0
grid_off,grid_off_77,1593366487,standard,12,fixed,5,0,0,2,792.5,1905.0,-1112.5,389.5,0.0,61,127,20,0,1,0,0,1,0,0,4,0,0,0,0,0,0,0,84,389.5,1.19,2,2,1,1,0,0,,0,0,0,0,0,0,0,0.0,0.0
grid_off,grid_off_78,1593376460,standard,12,fixed,5,0,0,2,1064.1,2042.8,-978.7,309.1,137.8,61,127,8,0,0,0,10,3,0,0,0,0,0,0,0,0,0,0,84,526.8,1.61,2,2,1,1,0,0,,0,0,0,0,0,0,0,0.0,0.0
grid_off,grid_off_79,1593386433,standard,12,fixed,5,0,0,2,-4265.0,-3163.3,-1101.7,390.0,146.7,39,173,213,241,62,0,6,0,0,0,10,0,0,0,0,0,1,0,84,1006.7,3.07,3,3,1,1,0,0,,0,0,0,0,0,0,0,0.0,0.0
grid_off,grid_off_80,1593396406,standard,12,fixed,5,0,0,1,-6720.0,-6872.0,152.0,460.0,310.0,32,32,308,308,33,33,9,10,0,1,0,0,0,0,0,0,5,0,84,930.0,2.84,3,3,1,1,0,0,,0,1,0,0,1,0,0,0.0,0.0
grid_off,grid_off_81,1593406379,standard,12,fixed,5,0,0,2,-4793.0,-1445.0,-3348.0,340.0,380.0,35,41,226,101,0,43,15,0,1,0,0,10,0,0,0,0,0,0,84,950.0,2.90,2,3,1,1,0,0,,4,0,1,0,1,0,0,0.0,0.0
grid_off,grid_off_82,1593416352,standard,12,fixed,5,0,0,1,2161.9,2025.0,136.9,198.9,150.0,159,127,20,0,0,0,8,1,1,0,0,10,0,0,0,0,0,0,84,508.9,1.55,3,2,1,1,0,0,,1,0,0,0,1,0,0,0.0,0.0
grid_off,grid_off_83,1593426325,standard,12,fixed,5,0,0,2,764.1,2053.6,-1289.5,309.1,148.6,61,127,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,537.6,1.64,2,2,1,1,0,0,,0,0,0,0,0,0,0,0.0,0.0
grid_off,grid_off_84,1593436298,standard,12,fixed,5,0,0,2,-8079.5,-2514.0,-5565.5,309.5,380.0,47,45,365,146,0,7,3,3,0,1,3,10,0,0,0,0,0,0,84,999.5,3.05,2,3,1,1,0,0,,0,2,0,0,1,0,0,0.0,0.0
grid_off,grid_off_85,1593446271,standard,12,fixed,5,0,0,2,-4879.5,-153.5,-4726.0,309.5,141.5,47,171,237,119,0,0,5,0,0,0,3,0,0,0,0,0,0,0,84,761.1,2.32,2,3,1,1,0,0,,0,0,0,0,0,0,0,0.0,0.0
grid_off,grid_off_86,1593456244,standard,12,fixed,5,0,0,1,-2103.0,-5179.5,3076.5,230.0,309.5,39,47,120,249,0,0,3,6,0,0,11,3,0,0,0,0,0,0,84,849.5,2.59,3,2,1,1,0,0,,0,0,0,0,0,0,0,0.0,0.0
grid_off,grid_off_87,1593466217,standard,12,fixed,5,0,0,1,-750.0,-5229.9,4479.9,230.0,309.1,129,47,120,251,0,0,5,7,0,0,10,3,0,0,0,0,0,0,84,849.1,2.59,3,2,1,1,0,0,,0,0,0,0,0,0,0,0.0,0.0
grid_off,grid_off_88,1593476190,standard,12,fixed,5,0,0,1,2025.0,424.1,1600.9,150.0,309.1,127,45,0,24,0,0,1,1,0,0,10,0,0,0,0,0,0,0,84,539.1,1.65,2,2,1,1,0,0,,0,0,0,0,0,0,0,0.0,0.0
grid_off,grid_off_89,1593486163,standard,12,fixed,5,0,0,2,1110.5,2038.1,-927.5,389.5,133.1,73,127,16,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,84,592.6,1.81,3,2,1,1,0,0,,0,0,0,0,0,0,0,0.0,0.0
grid_off,grid_off_90,1593496136,standard,12,fixed,5,0,0,2,-804.2,-795.2,-9.0,0.0,0.0,127,127,111,111,0,0,4,4,0,0,3,0,0,0,0,0,1,0,84,299.1,0.91,2,2,1,1,0,0,,0,0,0,0,0,0,0,0.0,0.0
grid_off,grid_off_91,1593506109,standard,12,fixed,5,0,0,1,2025.0,929.6,1095.4,150.0,458.6,127,61,0,19,0,0,1,0,0,0,10,3,0,0,0,0,0,0,84,688.6,2.10,2,2,1,1,0,0,,0,0,0,0,0,0,0,0.0,0.0
grid_off,grid_off_92,1593516082,standard,12,fixed,5,0,0,2,1905.0,2023.0,-118.0,0.0,150.0,127,127,0,0,0,0,0,1,0,1,0,10,0,0,0,0,0,0,84,150.0,0.46,2,2,1,1,0,0,,0,1,0,0,0,0,1,0.0,0.0
grid_off,grid_off_93,1593526055,standard,12,fixed,5,0,0,1,2186.2,2039.4,146.9,226.2,136.4,171,127,29,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,84,602.6,1.84,3,2,1,1,0,0,,0,1,0,0,0,0,1,0.0,0.0
