battery_id,run_id,seed,round,vio1,vio2,d_vio,ice1,ice2,d_ice,d_contested,d_shared,d_stranded,craters_depleted
baseline,baseline_0,1592598566,1,0,0,0,310,230,540,0,0,0,0
baseline,baseline_0,1592598566,2,0,2,2,310,230,0,0,3,0,0
baseline,baseline_0,1592598566,3,0,6,4,310,310,80,0,3,0,0
baseline,baseline_0,1592598566,4,9,14,17,310,310,0,0,3,0,0
baseline,baseline_0,1592598566,5,52,31,60,310,310,0,0,2,0,0
baseline,baseline_0,1592598566,6,92,46,55,310,310,0,0,2,0,0
baseline,baseline_0,1592598566,7,135,63,60,310,310,0,0,3,0,0
baseline,baseline_0,1592598566,8,172,75,49,310,310,0,0,2,0,0
baseline,baseline_0,1592598566,9,196,86,35,310,310,0,0,2,0,0
baseline,baseline_0,1592598566,10,207,97,22,310,310,0,0,3,0,0
baseline,baseline_0,1592598566,11,214,104,14,310,310,0,0,2,0,0
baseline,baseline_0,1592598566,12,221,111,14,310,310,0,0,2,0,0
baseline,baseline_1,1592608539,1,0,0,0,134,230,364,0,0,0,0
baseline,baseline_1,1592608539,2,0,2,2,134,230,0,0,3,0,0
baseline,baseline_1,1592608539,3,0,6,4,134,310,80,0,3,0,0
baseline,baseline_1,1592608539,4,0,11,5,134,610,300,0,3,0,0
baseline,baseline_1,1592608539,5,0,16,5,134,610,0,0,2,0,0
baseline,baseline_1,1592608539,6,0,20,4,134,610,0,0,2,0,0
baseline,baseline_1,1592608539,7,0,25,5,134,610,0,0,3,0,0
baseline,baseline_1,1592608539,8,0,25,0,134,610,0,0,2,0,0
baseline,baseline_1,1592608539,9,0,25,0,134,690,80,0,3,0,0
baseline,baseline_1,1592608539,10,0,25,0,134,690,0,0,2,0,0
baseline,baseline_1,1592608539,11,0,25,0,134,690,0,0,3,0,0
baseline,baseline_1,1592608539,12,0,25,0,134,690,0,0,2,0,0
baseline,baseline_2,1592618512,1,0,0,0,142,118,260,0,0,0,0
baseline,baseline_2,1592618512,2,1,0,1,142,118,0,0,0,0,0
baseline,baseline_2,1592618512,3,2,0,1,142,118,0,0,5,0,0
baseline,baseline_2,1592618512,4,2,0,0,142,118,0,0,7,0,0
baseline,baseline_2,1592618512,5,3,0,1,142,118,0,0,7,0,0
baseline,baseline_2,1592618512,6,8,0,5,142,118,0,0,2,0,0
baseline,baseline_2,1592618512,7,12,0,4,142,118,0,0,2,0,0
baseline,baseline_2,1592618512,8,17,0,5,142,118,0,0,3,0,0
baseline,baseline_2,1592618512,9,19,0,2,142,118,0,0,2,0,0
baseline,baseline_2,1592618512,10,19,0,0,142,118,0,0,1,0,0
baseline,baseline_2,1592618512,11,19,0,0,142,118,0,0,0,0,0
baseline,baseline_2,1592618512,12,19,0,0,222,118,80,0,0,0,0
baseline,baseline_3,1592628485,1,0,0,0,146,149,295,0,0,0,0
baseline,baseline_3,1592628485,2,1,0,1,146,149,0,0,0,0,0
baseline,baseline_3,1592628485,3,2,0,1,146,149,0,0,5,0,0
baseline,baseline_3,1592628485,4,2,0,0,146,149,0,0,7,0,0
baseline,baseline_3,1592628485,5,2,0,0,146,149,0,0,7,0,0
baseline,baseline_3,1592628485,6,6,0,4,146,149,0,0,3,0,0
baseline,baseline_3,1592628485,7,11,0,5,146,149,0,0,3,0,0
baseline,baseline_3,1592628485,8,16,0,5,146,149,0,0,2,0,0
baseline,baseline_3,1592628485,9,18,0,2,146,149,0,0,2,0,0
baseline,baseline_3,1592628485,10,18,0,0,226,149,80,0,1,0,0
baseline,baseline_3,1592628485,11,18,0,0,226,149,0,0,0,0,0
baseline,baseline_3,1592628485,12,18,0,0,226,149,0,0,0,0,0
baseline,baseline_4,1592638458,1,0,0,0,149,310,458,0,0,0,0
baseline,baseline_4,1592638458,2,0,0,0,149,310,0,0,0,0,0
baseline,baseline_4,1592638458,3,0,0,0,149,310,0,0,0,0,0
baseline,baseline_4,1592638458,4,0,1,1,149,310,0,0,0,0,0
baseline,baseline_4,1592638458,5,0,2,1,149,310,0,0,5,0,0
baseline,baseline_4,1592638458,6,0,2,0,149,310,0,0,7,0,0
baseline,baseline_4,1592638458,7,0,2,0,149,310,0,0,7,0,0
baseline,baseline_4,1592638458,8,0,2,0,149,310,0,0,7,0,0
baseline,baseline_4,1592638458,9,0,2,0,149,390,80,0,7,0,0
baseline,baseline_4,1592638458,10,0,2,0,149,390,0,0,7,0,0
baseline,baseline_4,1592638458,11,0,2,0,149,390,0,0,7,0,0
baseline,baseline_4,1592638458,12,0,2,0,149,390,0,0,7,0,0
baseline,baseline_5,1592648431,1,0,0,0,119,110,229,0,0,0,0
baseline,baseline_5,1592648431,2,0,0,0,247,110,128,0,0,0,0
baseline,baseline_5,1592648431,3,0,2,2,247,110,0,0,0,0,0
baseline,baseline_5,1592648431,4,0,2,0,247,110,0,0,6,0,0
baseline,baseline_5,1592648431,5,0,3,1,247,110,0,0,7,0,0
baseline,baseline_5,1592648431,6,16,12,25,247,110,0,0,3,0,0
baseline,baseline_5,1592648431,7,24,20,16,247,110,0,0,6,0,0
baseline,baseline_5,1592648431,8,24,28,8,247,110,0,0,2,0,0
baseline,baseline_5,1592648431,9,24,37,9,247,110,0,0,3,0,0
baseline,baseline_5,1592648431,10,24,42,5,247,110,0,0,2,0,0
baseline,baseline_5,1592648431,11,24,46,4,327,110,80,0,2,0,0
baseline,baseline_5,1592648431,12,24,51,5,327,110,0,0,3,0,0
baseline,baseline_6,1592658404,1,0,0,0,230,309,539,0,0,0,0
baseline,baseline_6,1592658404,2,2,0,2,230,309,0,0,3,0,0
baseline,baseline_6,1592658404,3,6,0,4,380,309,150,0,2,0,0
baseline,baseline_6,1592658404,4,12,6,12,380,309,0,0,2,0,0
baseline,baseline_6,1592658404,5,19,27,28,380,309,0,0,7,0,0
baseline,baseline_6,1592658404,6,30,52,36,380,309,0,0,5,0,0
baseline,baseline_6,1592658404,7,37,73,28,380,309,0,0,7,0,0
baseline,baseline_6,1592658404,8,44,88,22,380,309,0,0,7,0,0
baseline,baseline_6,1592658404,9,51,100,19,380,309,0,0,7,0,0
baseline,baseline_6,1592658404,10,58,107,14,380,309,0,0,7,0,0
baseline,baseline_6,1592658404,11,65,114,14,380,309,0,0,7,0,0
baseline,baseline_6,1592658404,12,72,121,14,380,309,0,0,7,0,0
baseline,baseline_7,1592668377,1,0,0,0,149,115,264,0,0,0,0
baseline,baseline_7,1592668377,2,0,0,0,149,115,0,0,0,0,0
baseline,baseline_7,1592668377,3,0,0,0,149,115,0,0,0,0,0
baseline,baseline_7,1592668377,4,0,0,0,149,115,0,0,0,0,0
baseline,baseline_7,1592668377,5,0,0,0,149,115,0,0,0,0,0
baseline,baseline_7,1592668377,6,0,0,0,149,115,0,0,0,0,0
baseline,baseline_7,1592668377,7,0,0,0,149,115,0,0,0,0,0
baseline,baseline_7,1592668377,8,0,0,0,149,115,0,0,0,0,0
baseline,baseline_7,1592668377,9,0,0,0,149,115,0,0,0,0,0
baseline,baseline_7,1592668377,10,0,0,0,149,115,0,0,0,0,0
baseline,baseline_7,1592668377,11,0,0,0,149,115,0,0,0,0,0
baseline,baseline_7,1592668377,12,0,0,0,149,115,0,0,0,0,0
baseline,baseline_8,1592678350,1,0,0,0,150,140,290,0,0,0,0
baseline,baseline_8,1592678350,2,0,1,1,150,140,0,0,0,0,0
baseline,baseline_8,1592678350,3,0,2,1,150,140,0,0,5,0,0
baseline,baseline_8,1592678350,4,0,2,0,150,140,0,0,7,0,0
baseline,baseline_8,1592678350,5,0,3,1,150,140,0,0,7,0,0
baseline,baseline_8,1592678350,6,0,8,5,150,140,0,0,2,0,0
baseline,baseline_8,1592678350,7,0,12,4,150,140,0,0,2,0,0
baseline,baseline_8,1592678350,8,0,17,5,150,140,0,0,3,0,0
baseline,baseline_8,1592678350,9,0,19,2,150,140,0,0,2,0,0
baseline,baseline_8,1592678350,10,0,19,0,150,220,80,0,2,0,0
baseline,baseline_8,1592678350,11,0,19,0,150,220,0,0,3,0,0
baseline,baseline_8,1592678350,12,0,19,0,150,220,0,0,2,0,0
baseline,baseline_9,1592688323,1,0,0,0,310,150,460,0,0,0,0
baseline,baseline_9,1592688323,2,0,0,0,310,150,0,0,0,0,0
baseline,baseline_9,1592688323,3,0,0,0,310,150,0,0,0,1,0
baseline,baseline_9,1592688323,4,1,0,1,310,150,0,0,0,0,0
baseline,baseline_9,1592688323,5,6,0,5,310,150,0,0,1,0,0
baseline,baseline_9,1592688323,6,6,0,0,310,150,0,0,7,0,0
baseline,baseline_9,1592688323,7,6,0,0,310,150,0,0,7,0,0
baseline,baseline_9,1592688323,8,6,0,0,310,150,0,0,7,0,0
baseline,baseline_9,1592688323,9,6,0,0,310,150,0,0,7,0,0
baseline,baseline_9,1592688323,10,6,0,0,310,150,0,0,7,0,0
baseline,baseline_9,1592688323,11,6,0,0,310,150,0,0,7,0,0
baseline,baseline_9,1592688323,12,6,0,0,310,150,0,0,7,0,0
baseline,baseline_10,1592698296,1,0,0,0,115,146,261,0,0,0,0
baseline,baseline_10,1592698296,2,0,1,1,115,146,0,0,0,0,0
baseline,baseline_10,1592698296,3,0,2,1,115,146,0,0,5,0,0
baseline,baseline_10,1592698296,4,0,2,0,115,146,0,0,7,0,0
baseline,baseline_10,1592698296,5,0,2,0,115,146,0,0,7,0,0
baseline,baseline_10,1592698296,6,0,6,4,115,146,0,0,3,0,0
baseline,baseline_10,1592698296,7,0,11,5,115,146,0,0,3,0,0
baseline,baseline_10,1592698296,8,0,16,5,115,146,0,0,2,0,0
baseline,baseline_10,1592698296,9,0,18,2,115,146,0,0,2,0,0
baseline,baseline_10,1592698296,10,0,18,0,115,226,80,0,3,0,0
baseline,baseline_10,1592698296,11,0,18,0,115,226,0,0,2,0,0
baseline,baseline_10,1592698296,12,0,18,0,115,226,0,0,2,0,0
baseline,baseline_11,1592708269,1,0,0,0,0,0,0,1,4,0,0
baseline,baseline_11,1592708269,2,0,0,0,0,0,0,0,7,0,0
baseline,baseline_11,1592708269,3,0,0,0,0,0,0,0,7,0,0
baseline,baseline_11,1592708269,4,0,0,0,0,0,0,0,7,0,0
baseline,baseline_11,1592708269,5,0,0,0,0,0,0,0,7,0,0
baseline,baseline_11,1592708269,6,0,0,0,0,0,0,0,7,0,0
baseline,baseline_11,1592708269,7,0,0,0,0,0,0,0,7,0,0
baseline,baseline_11,1592708269,8,0,0,0,0,0,0,0,7,0,0
baseline,baseline_11,1592708269,9,0,0,0,0,0,0,0,7,0,0
baseline,baseline_11,1592708269,10,0,0,0,0,0,0,0,7,0,0
baseline,baseline_11,1592708269,11,0,0,0,0,0,0,0,7,0,0
baseline,baseline_11,1592708269,12,0,0,0,0,0,0,0,7,0,0
baseline,baseline_12,1592718242,1,0,0,0,115,309,424,0,0,0,0
baseline,baseline_12,1592718242,2,0,0,0,115,309,0,0,0,0,0
baseline,baseline_12,1592718242,3,0,0,0,115,309,0,0,0,0,0
baseline,baseline_12,1592718242,4,0,1,1,115,309,0,0,0,0,0
baseline,baseline_12,1592718242,5,0,2,1,115,309,0,0,5,0,0
baseline,baseline_12,1592718242,6,0,2,0,115,309,0,0,7,0,0
baseline,baseline_12,1592718242,7,0,2,0,115,309,0,0,7,0,0
baseline,baseline_12,1592718242,8,0,2,0,115,309,0,0,7,0,0
baseline,baseline_12,1592718242,9,0,2,0,115,309,0,0,7,0,0
baseline,baseline_12,1592718242,10,0,2,0,115,309,0,0,7,0,0
baseline,baseline_12,1592718242,11,0,2,0,115,309,0,0,7,0,0
baseline,baseline_12,1592718242,12,0,2,0,115,309,0,0,7,0,0
baseline,baseline_13,1592728215,1,0,0,0,309,133,442,0,0,0,0
baseline,baseline_13,1592728215,2,0,0,0,309,133,0,0,0,0,0
baseline,baseline_13,1592728215,3,0,0,0,309,133,0,0,0,0,0
baseline,baseline_13,1592728215,4,2,0,2,309,133,0,0,0,0,0
baseline,baseline_13,1592728215,5,6,0,4,309,133,0,0,2,0,0
baseline,baseline_13,1592728215,6,6,0,0,309,133,0,0,7,0,0
baseline,baseline_13,1592728215,7,6,0,0,309,133,0,0,7,0,0
baseline,baseline_13,1592728215,8,6,0,0,309,133,0,0,7,0,0
baseline,baseline_13,1592728215,9,6,0,0,309,133,0,0,7,0,0
baseline,baseline_13,1592728215,10,6,0,0,309,133,0,0,7,0,0
baseline,baseline_13,1592728215,11,6,0,0,309,133,0,0,7,0,0
baseline,baseline_13,1592728215,12,6,0,0,309,133,0,0,7,0,0
baseline,baseline_14,1592738188,1,0,0,0,119,309,428,0,0,0,0
baseline,baseline_14,1592738188,2,0,0,0,119,309,0,0,0,0,0
baseline,baseline_14,1592738188,3,0,0,0,119,309,0,0,0,0,0
baseline,baseline_14,1592738188,4,2,0,2,119,309,0,0,0,0,0
baseline,baseline_14,1592738188,5,2,0,0,119,309,0,0,7,0,0
baseline,baseline_14,1592738188,6,7,5,10,119,309,0,0,7,0,0
baseline,baseline_14,1592738188,7,14,12,14,119,309,0,0,7,0,0
baseline,baseline_14,1592738188,8,21,19,14,119,309,0,0,7,0,0
baseline,baseline_14,1592738188,9,28,26,14,119,309,0,0,7,0,0
baseline,baseline_14,1592738188,10,35,33,14,119,309,0,0,7,0,0
baseline,baseline_14,1592738188,11,42,40,14,119,309,0,0,7,0,0
baseline,baseline_14,1592738188,12,49,47,14,119,309,0,0,7,0,0
baseline,baseline_15,1592748161,1,0,0,0,119,309,428,0,0,0,0
baseline,baseline_15,1592748161,2,0,0,0,119,309,0,0,0,0,0
baseline,baseline_15,1592748161,3,0,0,0,119,309,0,0,0,0,0
baseline,baseline_15,1592748161,4,2,0,2,119,309,0,0,0,0,0
baseline,baseline_15,1592748161,5,2,0,0,119,309,0,0,6,0,0
baseline,baseline_15,1592748161,6,7,5,10,119,309,0,0,7,0,0
baseline,baseline_15,1592748161,7,14,12,14,119,309,0,0,7,0,0
baseline,baseline_15,1592748161,8,21,19,14,119,309,0,0,7,0,0
baseline,baseline_15,1592748161,9,28,26,14,119,309,0,0,7,0,0
baseline,baseline_15,1592748161,10,35,33,14,119,309,0,0,7,0,0
baseline,baseline_15,1592748161,11,42,40,14,119,309,0,0,7,0,0
baseline,baseline_15,1592748161,12,49,47,14,119,309,0,0,7,0,0
baseline,baseline_16,1592758134,1,0,0,0,117,230,347,0,0,0,0
baseline,baseline_16,1592758134,2,0,2,2,117,230,0,0,3,0,0
baseline,baseline_16,1592758134,3,0,7,5,117,310,80,0,3,0,0
baseline,baseline_16,1592758134,4,0,12,5,117,310,0,0,2,0,0
baseline,baseline_16,1592758134,5,0,16,4,117,310,0,0,2,0,0
baseline,baseline_16,1592758134,6,0,21,5,117,310,0,0,3,0,0
baseline,baseline_16,1592758134,7,0,25,4,117,310,0,0,2,0,0
baseline,baseline_16,1592758134,8,0,25,0,117,310,0,0,0,0,0
baseline,baseline_16,1592758134,9,0,25,0,117,310,0,0,0,0,0
baseline,baseline_16,1592758134,10,0,25,0,117,310,0,0,0,0,0
baseline,baseline_16,1592758134,11,0,25,0,117,310,0,0,0,0,0
baseline,baseline_16,1592758134,12,0,25,0,117,310,0,0,0,0,0
baseline,baseline_17,1592768107,1,14,14,28,0,0,0,1,4,0,0
baseline,baseline_17,1592768107,2,28,28,28,0,0,0,0,7,0,0
baseline,baseline_17,1592768107,3,42,42,28,0,0,0,0,7,0,0
baseline,baseline_17,1592768107,4,55,55,26,0,0,0,0,7,0,0
baseline,baseline_17,1592768107,5,62,62,14,0,0,0,0,7,0,0
baseline,baseline_17,1592768107,6,69,69,14,0,0,0,0,7,0,0
baseline,baseline_17,1592768107,7,76,76,14,0,0,0,0,7,0,0
baseline,baseline_17,1592768107,8,83,83,14,0,0,0,0,7,0,0
baseline,baseline_17,1592768107,9,90,90,14,0,0,0,0,7,0,0
baseline,baseline_17,1592768107,10,97,97,14,0,0,0,0,7,0,0
baseline,baseline_17,1592768107,11,104,104,14,0,0,0,0,7,0,0
baseline,baseline_17,1592768107,12,111,111,14,0,0,0,0,7,0,0
baseline,baseline_18,1592778080,1,0,0,0,148,147,294,0,0,0,0
baseline,baseline_18,1592778080,2,0,0,0,267,147,119,0,0,0,0
baseline,baseline_18,1592778080,3,5,0,5,267,147,0,0,1,0,0
baseline,baseline_18,1592778080,4,5,0,0,267,147,0,0,7,0,0
baseline,baseline_18,1592778080,5,5,0,0,267,147,0,0,7,0,0
baseline,baseline_18,1592778080,6,5,0,0,267,147,0,0,7,0,0
baseline,baseline_18,1592778080,7,5,0,0,347,147,80,0,7,0,0
baseline,baseline_18,1592778080,8,5,0,0,347,147,0,0,7,0,0
baseline,baseline_18,1592778080,9,5,0,0,347,147,0,0,7,0,0
baseline,baseline_18,1592778080,10,5,0,0,347,147,0,0,7,0,0
baseline,baseline_18,1592778080,11,5,0,0,347,147,0,0,7,0,0
baseline,baseline_18,1592778080,12,5,0,0,347,147,0,0,7,0,0
baseline,baseline_19,1592788053,1,0,0,0,150,141,291,0,0,0,0
baseline,baseline_19,1592788053,2,0,0,0,150,141,0,0,0,0,0
baseline,baseline_19,1592788053,3,0,2,2,150,141,0,0,4,0,0
baseline,baseline_19,1592788053,4,0,2,0,150,141,0,0,7,0,0
baseline,baseline_19,1592788053,5,0,2,0,150,141,0,0,7,0,0
baseline,baseline_19,1592788053,6,0,7,5,150,141,0,0,3,0,0
baseline,baseline_19,1592788053,7,0,12,5,150,141,0,0,2,0,0
baseline,baseline_19,1592788053,8,0,16,4,150,141,0,0,2,0,0
baseline,baseline_19,1592788053,9,0,18,2,150,141,0,0,3,0,0
baseline,baseline_19,1592788053,10,0,18,0,150,221,80,0,2,0,0
baseline,baseline_19,1592788053,11,0,18,0,150,221,0,0,2,0,0
baseline,baseline_19,1592788053,12,0,18,0,150,221,0,0,3,0,0
baseline,baseline_20,1592798026,1,0,0,0,150,149,299,0,0,0,0
baseline,baseline_20,1592798026,2,0,0,0,150,149,0,0,0,0,0
baseline,baseline_20,1592798026,3,0,0,0,150,149,0,0,0,0,0
baseline,baseline_20,1592798026,4,0,0,0,150,149,0,0,0,0,0
baseline,baseline_20,1592798026,5,0,0,0,150,149,0,0,0,0,0
baseline,baseline_20,1592798026,6,0,0,0,150,149,0,0,0,0,0
baseline,baseline_20,1592798026,7,0,0,0,150,149,0,0,0,0,0
baseline,baseline_20,1592798026,8,0,0,0,150,149,0,0,0,0,0
baseline,baseline_20,1592798026,9,0,0,0,150,149,0,0,0,0,0
baseline,baseline_20,1592798026,10,0,0,0,150,149,0,0,0,0,0
baseline,baseline_20,1592798026,11,0,0,0,150,149,0,0,0,0,0
baseline,baseline_20,1592798026,12,0,0,0,150,149,0,0,0,0,0
baseline,baseline_21,1592807999,1,0,0,0,230,150,380,0,0,0,0
baseline,baseline_21,1592807999,2,5,2,7,230,150,0,0,1,0,0
baseline,baseline_21,1592807999,3,14,20,27,390,150,160,1,7,0,0
baseline,baseline_21,1592807999,4,31,61,58,390,150,0,0,2,0,0
baseline,baseline_21,1592807999,5,47,98,53,390,150,0,0,2,0,0
baseline,baseline_21,1592807999,6,61,126,42,390,150,0,0,7,0,0
baseline,baseline_21,1592807999,7,75,147,35,390,150,0,0,7,0,0
baseline,baseline_21,1592807999,8,89,164,31,390,150,0,0,7,0,0
baseline,baseline_21,1592807999,9,103,178,28,390,150,0,0,7,0,0
baseline,baseline_21,1592807999,10,117,190,26,390,150,0,0,7,0,0
baseline,baseline_21,1592807999,11,132,196,21,390,150,0,0,7,0,0
baseline,baseline_21,1592807999,12,144,207,23,770,150,380,0,7,0,0
baseline,baseline_22,1592817972,1,0,0,0,147,230,377,0,0,0,0
baseline,baseline_22,1592817972,2,0,2,2,147,230,0,0,3,0,0
baseline,baseline_22,1592817972,3,25,13,36,147,230,0,1,6,0,0
baseline,baseline_22,1592817972,4,62,28,52,147,230,0,0,2,0,0
baseline,baseline_22,1592817972,5,110,46,66,147,230,0,0,3,0,0
baseline,baseline_22,1592817972,6,142,63,49,147,230,0,0,5,0,0
baseline,baseline_22,1592817972,7,163,77,35,147,230,0,0,7,0,0
baseline,baseline_22,1592817972,8,179,91,30,147,230,0,0,7,0,0
baseline,baseline_22,1592817972,9,191,105,26,147,230,0,0,7,0,0
baseline,baseline_22,1592817972,10,198,119,21,147,230,0,0,7,0,0
baseline,baseline_22,1592817972,11,205,136,24,147,230,0,0,7,0,0
baseline,baseline_22,1592817972,12,212,150,21,147,230,0,0,7,0,0
baseline,baseline_23,1592827945,1,0,0,0,310,230,540,0,0,0,0
baseline,baseline_23,1592827945,2,0,2,2,310,230,0,0,3,0,0
baseline,baseline_23,1592827945,3,0,6,4,310,230,0,0,4,0,0
baseline,baseline_23,1592827945,4,3,11,8,310,310,80,0,2,0,0
baseline,baseline_23,1592827945,5,24,18,28,310,310,0,0,7,0,0
baseline,baseline_23,1592827945,6,45,25,28,310,310,0,0,7,0,0
baseline,baseline_23,1592827945,7,51,33,14,310,310,0,0,5,0,0
baseline,baseline_23,1592827945,8,51,43,10,310,310,0,0,2,0,0
baseline,baseline_23,1592827945,9,51,48,5,310,310,0,0,2,0,0
baseline,baseline_23,1592827945,10,51,53,5,310,310,0,0,3,0,0
baseline,baseline_23,1592827945,11,51,58,5,470,310,160,0,2,0,0
baseline,baseline_23,1592827945,12,68,71,30,470,310,0,0,4,0,0
baseline,baseline_24,1592837918,1,0,0,0,310,140,450,0,0,0,0
baseline,baseline_24,1592837918,2,0,0,0,310,140,0,0,0,0,0
baseline,baseline_24,1592837918,3,0,0,0,310,140,0,0,0,0,0
baseline,baseline_24,1592837918,4,1,3,4,310,140,0,0,4,0,0
baseline,baseline_24,1592837918,5,13,10,19,310,140,0,0,7,0,0
baseline,baseline_24,1592837918,6,27,17,21,310,140,0,0,7,0,0
baseline,baseline_24,1592837918,7,29,26,11,310,140,0,0,4,0,0
baseline,baseline_24,1592837918,8,29,34,8,310,140,0,0,2,0,0
baseline,baseline_24,1592837918,9,29,44,10,390,140,80,0,3,0,0
baseline,baseline_24,1592837918,10,29,50,6,390,140,0,0,2,0,0
baseline,baseline_24,1592837918,11,29,54,4,390,140,0,0,2,0,0
baseline,baseline_24,1592837918,12,29,58,4,390,140,0,0,3,0,0
baseline,baseline_25,1592847891,1,0,0,0,141,230,371,0,0,0,0
baseline,baseline_25,1592847891,2,0,2,2,141,230,0,0,3,0,0
baseline,baseline_25,1592847891,3,25,13,36,141,230,0,1,6,0,0
baseline,baseline_25,1592847891,4,62,28,52,141,230,0,0,2,0,0
baseline,baseline_25,1592847891,5,103,46,59,141,230,0,0,3,0,0
baseline,baseline_25,1592847891,6,128,63,42,141,230,0,0,5,0,0
baseline,baseline_25,1592847891,7,142,76,27,141,230,0,0,7,0,0
baseline,baseline_25,1592847891,8,151,90,23,141,230,0,0,7,0,0
baseline,baseline_25,1592847891,9,165,104,28,141,230,0,0,7,0,0
baseline,baseline_25,1592847891,10,179,118,28,141,230,0,0,7,0,0
baseline,baseline_25,1592847891,11,194,132,29,141,230,0,0,7,0,0
baseline,baseline_25,1592847891,12,221,143,38,141,620,390,0,5,0,0
baseline,baseline_26,1592857864,1,0,0,0,230,149,379,0,0,0,0
baseline,baseline_26,1592857864,2,5,0,5,230,149,0,0,0,0,0
baseline,baseline_26,1592857864,3,9,0,4,230,149,0,0,3,0,0
baseline,baseline_26,1592857864,4,14,0,5,230,149,0,0,3,0,0
baseline,baseline_26,1592857864,5,19,0,5,230,149,0,0,2,0,0
baseline,baseline_26,1592857864,6,23,0,4,230,149,0,0,2,0,0
baseline,baseline_26,1592857864,7,26,0,3,230,149,0,0,3,0,0
baseline,baseline_26,1592857864,8,26,0,0,380,149,150,0,2,0,0
baseline,baseline_26,1592857864,9,26,0,0,380,149,0,0,2,0,0
baseline,baseline_26,1592857864,10,26,0,0,380,149,0,0,3,0,0
baseline,baseline_26,1592857864,11,26,0,0,380,149,0,0,2,0,0
baseline,baseline_26,1592857864,12,26,0,0,380,149,0,0,2,0,0
baseline,baseline_27,1592867837,1,0,0,0,149,230,379,0,0,0,0
baseline,baseline_27,1592867837,2,0,2,2,149,230,0,0,3,0,0
baseline,baseline_27,1592867837,3,0,7,5,149,310,80,0,3,0,0
baseline,baseline_27,1592867837,4,0,12,5,149,310,0,0,2,0,0
baseline,baseline_27,1592867837,5,0,16,4,149,550,240,0,2,0,0
baseline,baseline_27,1592867837,6,0,21,5,149,760,210,0,3,0,0
baseline,baseline_27,1592867837,7,0,25,4,149,760,0,0,2,0,0
baseline,baseline_27,1592867837,8,0,25,0,149,840,80,0,4,0,0
baseline,baseline_27,1592867837,9,0,25,0,149,840,0,0,5,0,0
baseline,baseline_27,1592867837,10,0,25,0,149,840,0,0,7,0,0
baseline,baseline_27,1592867837,11,0,25,0,149,840,0,0,7,0,0
baseline,baseline_27,1592867837,12,0,25,0,149,840,0,0,7,0,0
baseline,baseline_28,1592877810,1,0,0,0,149,150,299,0,0,0,0
baseline,baseline_28,1592877810,2,0,0,0,149,150,0,0,0,0,0
baseline,baseline_28,1592877810,3,0,0,0,149,150,0,0,0,0,0
baseline,baseline_28,1592877810,4,0,0,0,149,150,0,0,0,0,0
baseline,baseline_28,1592877810,5,0,0,0,149,150,0,0,0,0,0
baseline,baseline_28,1592877810,6,0,0,0,149,150,0,0,0,0,0
baseline,baseline_28,1592877810,7,0,0,0,149,150,0,0,0,0,0
baseline,baseline_28,1592877810,8,0,0,0,149,150,0,0,0,0,0
baseline,baseline_28,1592877810,9,0,0,0,149,150,0,0,0,0,0
baseline,baseline_28,1592877810,10,0,0,0,149,150,0,0,0,0,0
baseline,baseline_28,1592877810,11,0,0,0,149,150,0,0,0,0,0
baseline,baseline_28,1592877810,12,0,0,0,149,150,0,0,0,0,0
baseline,baseline_29,1592887783,1,29,29,58,230,230,459,3,4,0,0
baseline,baseline_29,1592887783,2,60,60,62,230,230,0,0,7,0,0
baseline,baseline_29,1592887783,3,95,95,70,230,230,0,0,7,0,0
baseline,baseline_29,1592887783,4,128,128,66,230,230,0,0,7,0,0
baseline,baseline_29,1592887783,5,143,143,30,230,230,0,0,7,0,0
baseline,baseline_29,1592887783,6,157,157,28,230,230,0,0,7,0,0
baseline,baseline_29,1592887783,7,166,166,18,230,230,0,0,7,0,0
baseline,baseline_29,1592887783,8,173,173,14,230,230,0,0,7,0,0
baseline,baseline_29,1592887783,9,180,180,14,230,230,0,0,7,0,0
baseline,baseline_29,1592887783,10,187,187,14,230,230,0,0,7,0,0
baseline,baseline_29,1592887783,11,194,194,14,230,230,0,0,7,0,0
baseline,baseline_29,1592887783,12,201,201,14,230,230,0,0,7,0,0
baseline,baseline_30,1592897756,1,0,0,0,142,229,371,0,0,0,0
baseline,baseline_30,1592897756,2,1,0,1,142,298,69,0,0,0,0
baseline,baseline_30,1592897756,3,2,0,1,142,298,0,0,5,0,0
baseline,baseline_30,1592897756,4,2,0,0,142,298,0,0,7,0,0
baseline,baseline_30,1592897756,5,2,0,0,142,298,0,0,7,0,0
baseline,baseline_30,1592897756,6,9,10,17,142,298,0,0,5,0,0
baseline,baseline_30,1592897756,7,24,47,52,142,298,0,0,3,0,0
baseline,baseline_30,1592897756,8,41,88,58,142,298,0,0,3,0,0
baseline,baseline_30,1592897756,9,57,123,51,142,298,0,0,2,0,0
baseline,baseline_30,1592897756,10,68,150,38,142,298,0,0,2,0,0
baseline,baseline_30,1592897756,11,80,178,40,142,298,0,0,3,0,0
baseline,baseline_30,1592897756,12,91,200,33,142,298,0,0,2,0,0
baseline,baseline_31,1592907729,1,0,0,0,310,133,443,0,0,0,0
baseline,baseline_31,1592907729,2,0,0,0,310,133,0,0,0,0,0
baseline,baseline_31,1592907729,3,0,0,0,310,133,0,0,0,0,0
baseline,baseline_31,1592907729,4,0,0,0,310,133,0,0,0,0,0
